buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,houseType,jibun,plottageAr,sggCd,slerGbn,totalFloorAr,umdNm,lawd_cd,deal_ym,sggNm
1994,개인,24.10.17,O,"24,500",30,9,2024,중개거래,경기 수원시 장안구,다가구,3*,71,41111,개인,115.55,영화동,41111,202409,
2003,개인,,,"60,000",28,9,2024,중개거래,경기 수원시 장안구,다가구,4**,151.5,41111,개인,327.75,영화동,41111,202409,
2013,개인,,,"36,000",21,9,2024,중개거래,"경기 수원시 장안구, 경기 수원시 팔달구",단독,4**,104,41111,개인,115.53,파장동,41111,202409,
1974,개인,,,"27,500",3,9,2024,중개거래,경기 수원시 장안구,단독,2**,136,41111,개인,57.42,영화동,41111,202409,
1993,개인,,,"33,000",2,9,2024,중개거래,경기 수원시 장안구,다가구,5*,96,41111,개인,153.96,연무동,41111,202409,
2003,개인,,,"95,000",6,9,2024,중개거래,경기 수원시 장안구,다가구,4**,165,41111,개인,383.52,율전동,41111,202409,
2016,개인,24.11.30,O,"56,750",16,10,2024,중개거래,경기 수원시 장안구,다가구,1**,131,41111,개인,213.32,영화동,41111,202410,
2018,개인,,,"155,000",17,10,2024,중개거래,"경기 수원시 권선구, 경기 화성시",다가구,7**,228.9,41111,개인,458.81,조원동,41111,202410,
1993,개인,,,"35,000",18,10,2024,중개거래,경기 수원시 장안구,단독,2**,145.7,41111,개인,158.66,연무동,41111,202410,
2018,개인,24.11.06,O,"155,000",17,10,2024,중개거래,경기 수원시 권선구,다가구,7**,228.9,41111,개인,458.81,조원동,41111,202410,
1988,공공기관,,,"50,000",15,10,2024,중개거래,경기 수원시 장안구,단독,3**,183,41111,개인,244.98,영화동,41111,202410,
1994,개인,,,"31,950",2,10,2024,중개거래,경기 수원시 장안구,다가구,1**,140,41111,개인,199.55,영화동,41111,202410,
1971,개인,,,"25,500",11,10,2024,중개거래,경기 수원시 장안구,단독,1**,119,41111,개인,45.95,연무동,41111,202410,
1973,개인,,,"13,000",17,10,2024,중개거래,경기 수원시 장안구,단독,3*,79,41111,개인,33.49,영화동,41111,202410,
2001,개인,,,"130,000",21,11,2024,중개거래,경기 수원시 장안구,단독,2**,210,41111,개인,463.05,율전동,41111,202411,
2024,개인,,,"95,000",20,11,2024,직거래,,단독,2**,519,41111,개인,80.81,하광교동,41111,202411,
1993,개인,,,"43,000",27,11,2024,중개거래,"경기 수원시 권선구, 경기 수원시 장안구",단독,6*,139,41111,개인,198.48,연무동,41111,202411,
1992,개인,,,"62,500",30,11,2024,중개거래,경기 수원시 팔달구,다가구,2**,164,41111,개인,234.66,천천동,41111,202411,
1993,개인,24.11.27,O,"43,000",27,11,2024,중개거래,경기 수원시 장안구,다가구,6*,139,41111,개인,198.48,연무동,41111,202411,
2004,개인,,,"65,500",23,11,2024,중개거래,경기 수원시 장안구,단독,4**,128.6,41111,개인,296.39,영화동,41111,202411,
2016,개인,,,"56,750",30,11,2024,중개거래,경기 수원시 장안구,다가구,1**,131,41111,개인,213.32,영화동,41111,202411,
1995,개인,,,"25,000",26,11,2024,중개거래,경기 수원시 장안구,단독,2**,127.6,41111,개인,179.81,연무동,41111,202411,
1975,개인,,,"11,000",7,11,2024,중개거래,경기 수원시 장안구,단독,6**,72.5,41111,개인,25.79,조원동,41111,202411,
1975,개인,,,"10,000",7,11,2024,중개거래,경기 수원시 장안구,단독,6**,72.5,41111,개인,22.51,조원동,41111,202411,
2012,개인,25.03.04,O,"70,000",10,11,2024,중개거래,경기 수원시 장안구,다가구,4**,181,41111,개인,326.22,파장동,41111,202411,
2004,개인,24.12.03,O,"65,500",23,11,2024,중개거래,경기 수원시 장안구,다가구,4**,128.6,41111,개인,296.39,영화동,41111,202411,
1984,개인,,,"64,700",4,11,2024,중개거래,경기 수원시 장안구,단독,6**,258.8,41111,개인,232.06,파장동,41111,202411,
2001,개인,,,"87,500",17,12,2024,중개거래,경기 수원시 장안구,단독,*,175,41111,개인,250.95,연무동,41111,202412,
2001,개인,25.08.15,O,"87,500",17,12,2024,중개거래,경기 수원시 장안구,단독,*,175,41111,개인,250.95,연무동,41111,202412,
1998,개인,,,"63,500",25,12,2024,중개거래,경기 수원시 장안구,다가구,2**,135,41111,개인,237.84,율전동,41111,202412,
2017,개인,,,"307,880",4,12,2024,중개거래,경기 수원시 장안구,단독,2**,391,41111,개인,746.07,율전동,41111,202412,
1978,개인,,,"36,000",26,12,2024,중개거래,경기 수원시 장안구,다가구,1**,123,41111,개인,139.96,송죽동,41111,202412,
2017,개인,24.12.30,O,"307,880",4,12,2024,중개거래,경기 수원시 장안구,단독,2**,391,41111,개인,746.07,율전동,41111,202412,
2023,개인,,,"140,000",9,12,2024,중개거래,경기 수원시 장안구,단독,4**,180.2,41111,법인,379.68,송죽동,41111,202412,
1995,개인,25.02.01,O,"52,550",18,1,2025,중개거래,경기 수원시 장안구,다가구,1**,160,41111,개인,199.71,영화동,41111,202501,
2001,개인,,,"103,000",24,1,2025,중개거래,경기 수원시 장안구,단독,5**,243.3,41111,개인,382.53,천천동,41111,202501,
1994,개인,,,"60,000",20,1,2025,중개거래,경기 수원시 장안구,다가구,3**,185.9,41111,개인,400.24,송죽동,41111,202501,
1978,개인,,,"27,000",21,1,2025,직거래,,단독,6**,99,41111,개인,20.3,조원동,41111,202501,
2002,개인,,,"84,000",13,1,2025,중개거래,경기 수원시 장안구,다가구,3**,222.8,41111,개인,502.32,영화동,41111,202501,
1982,개인,,,"35,000",4,1,2025,중개거래,경기 수원시 장안구,단독,3**,122.8,41111,개인,194.8,영화동,41111,202501,
2003,개인,,,"121,000",14,1,2025,중개거래,경기 수원시 장안구,다가구,2**,254.7,41111,법인,501.83,연무동,41111,202501,
1996,개인,,,"34,000",9,1,2025,직거래,,다가구,5*,106,41111,개인,167.07,연무동,41111,202501,
1968,개인,,,"25,500",26,2,2025,중개거래,경기 수원시 장안구,단독,1**,142,41111,개인,61.55,영화동,41111,202502,
1983,개인,,,"42,000",25,2,2025,중개거래,경기 수원시 장안구,다가구,2**,173,41111,개인,135.63,연무동,41111,202502,
2004,개인,,,"38,500",24,2,2025,중개거래,경기 수원시 장안구,다가구,3**,112,41111,개인,223.65,정자동,41111,202502,
2018,개인,,,"188,000",17,2,2025,직거래,,다가구,2**,175,41111,개인,723.51,연무동,41111,202502,
1996,개인,,,"26,000",22,2,2025,중개거래,경기 수원시 장안구,다가구,4**,103,41111,개인,147.96,파장동,41111,202502,
1993,개인,,,"30,000",14,2,2025,중개거래,경기 수원시 장안구,단독,6*,99,41111,개인,159.7,연무동,41111,202502,
1984,개인,,,"58,000",9,2,2025,중개거래,경기 수원시 장안구,단독,7**,213.1,41111,개인,162.48,조원동,41111,202502,
2004,개인,,,"82,000",6,2,2025,중개거래,경기 수원시 장안구,다가구,7**,163.8,41111,개인,442.61,조원동,41111,202502,
2004,개인,,,"28,000",25,3,2025,직거래,,단독,1**,132,41111,개인,77.04,율전동,41111,202503,
1992,개인,,,"80,000",26,3,2025,중개거래,경기 수원시 장안구,단독,3*,205,41111,개인,577.97,영화동,41111,202503,
1978,개인,,,"43,000",12,3,2025,중개거래,경기 수원시 장안구,단독,7*,175,41111,개인,74.43,상광교동,41111,202503,
1970,개인,,,"32,000",21,3,2025,중개거래,경기 수원시 장안구,단독,4**,142,41111,개인,59.5,조원동,41111,202503,
1994,개인,,,"32,000",23,3,2025,중개거래,경기 수원시 영통구,단독,1**,126.005,41111,개인,59.5,하광교동,41111,202503,
1977,공공기관,,,"47,300",21,3,2025,중개거래,경기 수원시 권선구,단독,4*,143,41111,개인,69.41,정자동,41111,202503,
1970,개인,25.04.04,O,"32,000",21,3,2025,중개거래,경기 수원시 장안구,단독,4**,142,41111,개인,59.5,조원동,41111,202503,
1977,공공기관,25.03.24,O,"47,300",21,3,2025,중개거래,경기 수원시 권선구,단독,4*,143,41111,개인,69.41,정자동,41111,202503,
1989,개인,,,"45,700",15,3,2025,중개거래,경기 수원시 장안구,단독,7*,144,41111,개인,225,정자동,41111,202503,
1984,법인,,,"76,000",17,3,2025,직거래,,다가구,5*,202.8,41111,개인,161.61,정자동,41111,202503,
1989,개인,,,"40,000",1,3,2025,중개거래,경기 수원시 장안구,단독,7**,132.6,41111,개인,215.1,조원동,41111,202503,
1964,개인,,,"10,000",15,3,2025,중개거래,경기 수원시 장안구,단독,6*,60,41111,개인,24.56,연무동,41111,202503,
1995,개인,,,"31,700",8,3,2025,중개거래,경기 수원시 장안구,다가구,6*,82,41111,개인,136.96,연무동,41111,202503,
2012,개인,,,"70,000",10,3,2025,중개거래,경기 수원시 장안구,다가구,4**,181,41111,개인,326.22,파장동,41111,202503,
1992,개인,,,"38,000",7,3,2025,중개거래,경기 수원시 장안구,단독,2**,150,41111,개인,194.82,송죽동,41111,202503,
2012,개인,25.03.10,O,"70,000",4,3,2025,중개거래,경기 수원시 장안구,다가구,4**,181,41111,개인,326.22,파장동,41111,202503,
1987,개인,,,"47,500",21,4,2025,중개거래,경기 수원시 장안구,단독,2**,152.3,41111,개인,189.34,연무동,41111,202504,
2017,개인,,,"143,500",10,4,2025,중개거래,경기 수원시 권선구,다가구,2**,235,41111,개인,475.74,송죽동,41111,202504,
2015,개인,,,"26,000",14,4,2025,중개거래,경기 수원시 장안구,다가구,1**,97,41111,개인,154.82,연무동,41111,202504,
1986,개인,,,"51,370",29,4,2025,중개거래,경기 수원시 장안구,단독,4**,160,41111,개인,234.93,율전동,41111,202504,
1990,법인,,,"114,000",18,4,2025,중개거래,경기 수원시 장안구,단독,4*,154.9,41111,개인,329.25,정자동,41111,202504,
1983,개인,,,"36,000",25,4,2025,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",단독,2**,148,41111,개인,132.98,연무동,41111,202504,
1987,개인,25.07.03,O,"47,500",21,4,2025,중개거래,경기 수원시 장안구,단독,2**,152.3,41111,개인,189.34,연무동,41111,202504,
1991,개인,,,"48,500",16,4,2025,중개거래,경기 수원시 장안구,단독,2**,166.8,41111,개인,259.2,연무동,41111,202504,
2004,개인,,,"135,000",7,4,2025,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",다가구,2**,187,41111,개인,427.03,율전동,41111,202504,
1988,개인,,,"46,000",7,4,2025,직거래,,다가구,4**,182,41111,개인,224.83,율전동,41111,202504,
1968,개인,,,"27,000",29,5,2025,직거래,,단독,1**,162,41111,개인,66.31,영화동,41111,202505,
2011,개인,,,"101,000",12,5,2025,중개거래,경기 수원시 장안구,다가구,1**,197,41111,개인,375.6,영화동,41111,202505,
1978,개인,,,"26,500",19,5,2025,중개거래,경기 수원시 장안구,단독,5**,141.1,41111,개인,98.09,파장동,41111,202505,
1983,개인,,,"36,500",12,5,2025,중개거래,경기 수원시 장안구,단독,7**,144.9,41111,개인,150.07,조원동,41111,202505,
2004,개인,,,"122,000",25,6,2025,중개거래,경기 수원시 장안구,다가구,1**,210,41111,개인,418.75,영화동,41111,202506,
1989,개인,,,"70,000",18,6,2025,중개거래,경기 수원시 장안구,다가구,4**,224.7,41111,개인,220.47,영화동,41111,202506,
1989,개인,,,"48,000",27,6,2025,중개거래,"경기 수원시 장안구, 서울 성북구",단독,5**,126,41111,개인,216.3,파장동,41111,202506,
1980,개인,,,"62,500",29,6,2025,중개거래,경기 수원시 장안구,다가구,4**,223.7,41111,개인,189.98,영화동,41111,202506,
2003,개인,,,"110,500",25,6,2025,중개거래,경기 수원시 장안구,다가구,4**,159,41111,개인,329.02,율전동,41111,202506,
1983,개인,,,"50,000",27,6,2025,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",단독,2**,181.3,41111,개인,160.75,연무동,41111,202506,
2023,개인,,,"175,000",12,6,2025,중개거래,경기 수원시 장안구,다가구,3**,218.3,41111,개인,427.66,영화동,41111,202506,
2004,개인,26.02.02,O,"64,700",2,6,2025,직거래,,다가구,2**,167,41111,개인,288.9,율전동,41111,202506,
1985,개인,,,"68,800",13,6,2025,중개거래,"경기 수원시 장안구, 경기 수원시 팔달구",단독,5*,154.5,41111,개인,200.41,정자동,41111,202506,
1978,개인,,,"27,200",21,6,2025,중개거래,경기 수원시 장안구,단독,6**,99,41111,개인,66.99,조원동,41111,202506,
1994,개인,,,"59,800",19,6,2025,중개거래,경기 수원시 장안구,다가구,3**,199,41111,개인,270.54,율전동,41111,202506,
1993,개인,,,"64,500",17,6,2025,중개거래,경기 수원시 장안구,다가구,2**,168.9,41111,개인,370.95,연무동,41111,202506,
2002,개인,,,"32,000",11,6,2025,중개거래,경기 수원시 장안구,단독,2**,95.9,41111,개인,102.92,연무동,41111,202506,
2003,개인,,,"70,000",9,6,2025,중개거래,경기 수원시 장안구,다가구,5**,188.5,41111,개인,366.42,파장동,41111,202506,
2016,개인,,,"146,000",18,6,2025,중개거래,경기 수원시 장안구,다가구,7**,243.4,41111,개인,553.15,조원동,41111,202506,
2021,개인,,,"115,000",4,6,2025,중개거래,경기 수원시 장안구,다가구,2**,127,41111,개인,285.14,율전동,41111,202506,
1981,개인,,,"28,507",5,6,2025,중개거래,경기 수원시 장안구,단독,1**,139,41111,개인,83.54,율전동,41111,202506,
1996,개인,,,"55,000",19,7,2025,중개거래,경기 수원시 장안구,다가구,7**,203.7,41111,개인,348.04,조원동,41111,202507,
2001,개인,,,"101,000",24,7,2025,중개거래,경기 수원시 장안구,단독,5**,224.2,41111,개인,361.32,천천동,41111,202507,
2011,개인,,,"170,000",10,7,2025,중개거래,경기 수원시 장안구,다가구,4**,320.8,41111,개인,481.14,영화동,41111,202507,
2008,법인,,,"130,000",15,7,2025,직거래,,단독,3**,203.7,41111,개인,400.24,천천동,41111,202507,
1985,개인,,,"19,500",12,7,2025,중개거래,"경기 수원시 장안구, 경기 수원시 팔달구",단독,5**,158.3,41111,개인,114.53,파장동,41111,202507,
1986,개인,25.09.17,O,"50,000",19,8,2025,중개거래,경기 수원시 장안구,단독,2**,131.7,41111,개인,119.47,연무동,41111,202508,
1990,개인,,,"43,000",25,8,2025,중개거래,경기 수원시 영통구,단독,6**,162,41111,개인,272.91,조원동,41111,202508,
1996,개인,,,"40,000",1,8,2025,중개거래,경기 수원시 장안구,단독,4*,149.7,41111,개인,257.55,정자동,41111,202508,
1984,개인,,,"31,000",12,8,2025,중개거래,경기 수원시 장안구,단독,5**,97.2,41111,개인,119.86,파장동,41111,202508,
1993,개인,,,"43,000",21,8,2025,중개거래,경기 수원시 장안구,단독,2**,145.7,41111,개인,158.66,연무동,41111,202508,
1970,개인,,,"33,250",18,9,2025,중개거래,경기 수원시 장안구,단독,1**,71,41111,개인,23.37,연무동,41111,202509,
1985,개인,,,"42,000",22,9,2025,직거래,,단독,5**,122.4,41111,개인,194.24,송죽동,41111,202509,
1995,개인,,,"49,250",29,9,2025,중개거래,경기 수원시 장안구,다가구,1**,160,41111,개인,199.71,영화동,41111,202509,
1986,개인,,,"31,000",29,9,2025,중개거래,경기 수원시 장안구,단독,6**,115,41111,개인,100.97,조원동,41111,202509,
1987,개인,,,"35,000",8,9,2025,직거래,,다가구,5**,136.1,41111,개인,212.57,파장동,41111,202509,
1989,개인,25.10.03,O,"45,000",5,9,2025,중개거래,경기 수원시 장안구,다가구,5**,115.1,41111,개인,195.43,파장동,41111,202509,
1988,개인,,,"38,000",11,9,2025,중개거래,경기 수원시 장안구,다가구,7**,198.7,41111,개인,221.06,조원동,41111,202509,
1989,개인,,,"25,000",5,9,2025,직거래,,단독,4**,160,41111,개인,263.99,송죽동,41111,202509,
1986,개인,,,"50,000",17,9,2025,중개거래,경기 수원시 장안구,단독,2**,131.7,41111,개인,119.47,연무동,41111,202509,
2004,개인,,,"103,500",1,9,2025,중개거래,경기 수원시 장안구,다가구,4*,142.3,41111,개인,289.86,정자동,41111,202509,
1989,개인,,,"43,000",19,10,2025,중개거래,경기 수원시 장안구,단독,3*,121.1,41111,개인,162.9,정자동,41111,202510,
2010,개인,,,"81,500",15,10,2025,중개거래,경기 수원시 장안구,단독,8*,141,41111,개인,352.07,정자동,41111,202510,
1987,개인,,,"40,000",28,10,2025,중개거래,경기 수원시 장안구,단독,2**,132.8,41111,개인,156,연무동,41111,202510,
1992,개인,,,"63,000",22,10,2025,중개거래,경기 수원시 장안구,다가구,3**,192,41111,개인,258.12,율전동,41111,202510,
2010,개인,25.11.03,O,"81,500",15,10,2025,중개거래,경기 수원시 장안구,다가구,8*,141,41111,개인,352.07,정자동,41111,202510,
1984,개인,,,"42,500",28,10,2025,중개거래,경기 수원시 장안구,단독,3**,134.8,41111,개인,154.37,송죽동,41111,202510,
2002,개인,,,"29,500",25,10,2025,중개거래,경기 수원시 장안구,다가구,1**,72,41111,개인,124.38,영화동,41111,202510,
2001,개인,,,"118,000",15,10,2025,중개거래,경기 수원시 장안구,다가구,3**,240,41111,개인,495.15,천천동,41111,202510,
1995,개인,,,"44,000",4,10,2025,중개거래,"경기 수원시 장안구, 경기 수원시 팔달구",단독,2*,145,41111,개인,233.7,영화동,41111,202510,
2010,개인,,,"77,500",27,11,2025,중개거래,"경기 수원시 장안구, 경기 수원시 팔달구",단독,2**,163,41111,개인,331.3,송죽동,41111,202511,
2014,개인,,,"127,000",27,11,2025,중개거래,경기 수원시 장안구,다가구,2**,218.6,41111,개인,518.87,연무동,41111,202511,
2010,개인,26.01.08,O,"77,500",27,11,2025,중개거래,"경기 수원시 장안구, 경기 수원시 팔달구",다가구,2**,163,41111,개인,331.3,송죽동,41111,202511,
1991,개인,,,"37,000",14,11,2025,중개거래,서울 강남구,다가구,3**,551,41111,개인,240.3,율전동,41111,202511,
1985,개인,,,"41,000",24,11,2025,중개거래,경기 수원시 장안구,단독,2**,145.2,41111,개인,163.44,연무동,41111,202511,
1978,개인,,,"65,000",13,11,2025,중개거래,경기 수원시 장안구,단독,3*,182,41111,개인,107.51,정자동,41111,202511,
1983,개인,,,"35,500",26,12,2025,중개거래,"경기 수원시 장안구, 경기 수원시 팔달구",단독,7**,119.9,41111,개인,136.38,조원동,41111,202512,
1983,개인,,,"40,900",15,12,2025,중개거래,경기 수원시 장안구,단독,3**,189,41111,개인,138.58,율전동,41111,202512,
1993,개인,,,"23,000",17,12,2025,중개거래,"경기 수원시 장안구, 경기 화성시",단독,5*,80,41111,개인,84.96,연무동,41111,202512,
1997,개인,,,"61,500",7,12,2025,중개거래,경기 수원시 장안구,다가구,4**,183.3,41111,개인,426.36,영화동,41111,202512,
1976,개인,,,"25,000",8,12,2025,중개거래,"경기 수원시 장안구, 경기 수원시 팔달구",단독,6**,116,41111,개인,61.88,조원동,41111,202512,
2004,개인,,,"68,300",14,1,2026,직거래,,단독,2**,180,41111,개인,263.98,율전동,41111,202601,
2003,개인,,,"77,000",23,1,2026,중개거래,경기 수원시 장안구,다가구,2**,145,41111,개인,329.75,송죽동,41111,202601,
1996,개인,,,"43,000",31,1,2026,중개거래,경기 수원시 장안구,단독,2**,148.1,41111,개인,175.53,연무동,41111,202601,
1984,개인,,,"38,500",26,2,2026,중개거래,경기 수원시 장안구,단독,3*,132.9,41111,개인,142.84,정자동,41111,202602,
1984,개인,,,"36,500",9,2,2026,중개거래,경기 수원시 장안구,단독,7**,155,41111,개인,180.13,조원동,41111,202602,
1982,개인,,,"32,000",3,2,2026,중개거래,경기 수원시 장안구,단독,7**,143.4,41111,개인,146.79,조원동,41111,202602,
2004,개인,,,"64,700",8,2,2026,중개거래,경기 수원시 장안구,다가구,2**,167,41111,개인,288.9,율전동,41111,202602,
1984,개인,,,"27,000",23,3,2026,중개거래,경기 수원시 장안구,단독,3**,134.8,41111,개인,112.8,송죽동,41111,202603,
1988,개인,,,"46,000",17,3,2026,직거래,,다가구,5**,155.5,41111,법인,249.38,파장동,41111,202603,
1984,개인,,,"43,000",21,3,2026,중개거래,경기 수원시 장안구,단독,2**,196.9,41111,개인,142.17,연무동,41111,202603,
1987,개인,,,"17,000",9,3,2026,중개거래,경기 수원시 장안구,단독,7**,107.5,41111,개인,136.62,조원동,41111,202603,
1987,개인,,,"49,500",30,3,2026,중개거래,경기 수원시 장안구,단독,2**,152.3,41111,개인,189.34,연무동,41111,202603,
1984,개인,26.06.25,O,"27,000",27,3,2026,중개거래,경기 수원시 장안구,단독,3**,134.8,41111,개인,112.8,송죽동,41111,202603,
1979,개인,,,"37,000",20,3,2026,중개거래,경기 수원시 장안구,다가구,2**,159,41111,개인,165.73,송죽동,41111,202603,
1987,개인,,,"43,000",4,3,2026,중개거래,경기 수원시 장안구,단독,3**,118.8,41111,개인,127.36,송죽동,41111,202603,
1994,법인,,,"126,000",13,3,2026,직거래,,다가구,4*,173.7,41111,개인,247.09,정자동,41111,202603,
1994,개인,,,"33,500",6,4,2026,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",다가구,2**,118.6,41111,개인,187.2,연무동,41111,202604,
1987,개인,,,"22,000",30,4,2026,중개거래,충남 홍성군,단독,4**,157.9,41111,개인,124.42,송죽동,41111,202604,
1997,개인,,,"66,500",24,4,2026,직거래,,다가구,4**,256.2,41111,개인,386.49,영화동,41111,202604,
2011,개인,,,"90,500",18,4,2026,중개거래,경기 수원시 장안구,단독,6*,149.7,41111,개인,329.91,정자동,41111,202604,
1993,개인,,,"24,000",24,4,2026,중개거래,경기 수원시 장안구,단독,6*,84,41111,개인,150.63,연무동,41111,202604,
1978,법인,,,"25,000",15,4,2026,중개거래,경기 수원시 장안구,단독,4**,123,41111,개인,70.19,정자동,41111,202604,
1982,개인,,,"44,500",18,4,2026,중개거래,경기 수원시 장안구,다가구,2**,205,41111,개인,134.68,연무동,41111,202604,
1991,개인,,,"43,500",10,4,2026,중개거래,경기 수원시 장안구,단독,5**,176.1,41111,개인,288.9,송죽동,41111,202604,
2019,개인,26.04.27,O,"115,000",6,4,2026,중개거래,경기 수원시 장안구,단독,2**,508,41111,개인,199.51,이목동,41111,202604,
1994,개인,26.07.09,O,"33,500",6,4,2026,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",다가구,2**,118.6,41111,개인,187.2,연무동,41111,202604,
1991,개인,,,"24,000",21,5,2026,직거래,,다가구,1**,128,41111,개인,196.73,송죽동,41111,202605,
1983,개인,,,"44,000",27,5,2026,직거래,,단독,7*,133.4,41111,개인,154.26,정자동,41111,202605,
2018,개인,,,"129,500",28,5,2026,중개거래,경기 화성시 동탄구,단독,2**,528,41111,개인,301.05,이목동,41111,202605,
1995,개인,,,"105,000",9,5,2026,중개거래,경기 수원시 장안구,다가구,9*,189,41111,개인,290.04,율전동,41111,202605,
2020,개인,,,"107,000",4,5,2026,중개거래,"경기 수원시 권선구, 경기 수원시 팔달구",다가구,2**,135.4,41111,개인,276.53,연무동,41111,202605,
1997,개인,,,"81,819",26,5,2026,중개거래,경기 수원시 팔달구,다가구,2**,292.9,41111,개인,589.53,연무동,41111,202605,
1997,개인,,,"102,500",18,5,2026,중개거래,경기 수원시 장안구,다가구,4**,202,41111,개인,326.72,영화동,41111,202605,
1993,개인,,,"34,000",21,5,2026,중개거래,경기 수원시 장안구,다가구,3**,128.5,41111,개인,197.43,영화동,41111,202605,
1979,개인,,,"54,000",15,5,2026,중개거래,경기 수원시 장안구,단독,3**,217.6,41111,개인,177.59,영화동,41111,202605,
1995,개인,,,"63,000",9,5,2026,중개거래,경기 수원시 장안구,단독,3*,186.2,41111,개인,343.71,정자동,41111,202605,
1996,개인,,,"70,000",8,5,2026,직거래,,다가구,4**,239,41111,개인,347.4,영화동,41111,202605,
2018,개인,,,"164,000",4,5,2026,중개거래,경기 수원시 장안구,다가구,2**,196.8,41111,개인,486.47,연무동,41111,202605,
2002,개인,,,"86,000",2,5,2026,중개거래,경기 수원시 장안구,다가구,3**,198.3,41111,개인,414.3,영화동,41111,202605,
1995,개인,,,"50,000",8,6,2026,중개거래,경기 수원시 장안구,다가구,6*,129,41111,개인,224.55,연무동,41111,202606,
1988,개인,,,"51,000",6,6,2026,중개거래,경기 수원시 장안구,단독,6**,194,41111,개인,323.05,조원동,41111,202606,
1969,개인,,,"60,000",9,6,2026,중개거래,경기 수원시 장안구,단독,1**,122,41111,개인,263.64,영화동,41111,202606,
2019,개인,,,"172,000",18,6,2026,중개거래,"경기 수원시 장안구, 서울 서초구",다가구,4*,213.1,41111,개인,532.38,정자동,41111,202606,
2010,개인,,,"93,000",13,6,2026,중개거래,경기 수원시 장안구,단독,4**,181.1,41111,개인,367.8,송죽동,41111,202606,
1985,개인,,,"48,000",10,6,2026,중개거래,경기 수원시 장안구,단독,5**,144.3,41111,개인,168.23,파장동,41111,202606,
1985,개인,,,"25,000",22,6,2026,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",단독,1**,94,41111,개인,111.6,송죽동,41111,202606,
1977,개인,,,"22,000",11,6,2026,중개거래,경기 화성시 동탄구,단독,1**,118,41111,개인,99.12,연무동,41111,202606,
1993,개인,,,"34,000",16,7,2026,중개거래,경기 수원시 장안구,단독,6*,105,41111,개인,166.71,연무동,41111,202607,
1996,개인,,,"43,500",26,7,2024,중개거래,경기 수원시 권선구,다가구,1**,111.8,41113,개인,188.82,세류동,41113,202407,
