buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,houseType,jibun,plottageAr,sggCd,slerGbn,totalFloorAr,umdNm,lawd_cd,deal_ym,sggNm
2004,,,,"84,900",27,1,2022,중개거래,경기 수원장안구,다가구,7**,202.2,41111,,440.73,조원동,41111,202201,
1993,,,,"24,000",27,1,2022,중개거래,경기 수원장안구,다가구,6*,92,41111,,164.16,연무동,41111,202201,
1996,,,,"56,000",27,1,2022,중개거래,경기 수원장안구,다가구,4**,139.2,41111,,316.35,영화동,41111,202201,
1993,,,,"164,000",20,1,2022,중개거래,경기 수원장안구,다가구,6*,402.2,41111,,977.79,정자동,41111,202201,
1980,,,,"21,000",13,1,2022,중개거래,경기 안산상록구,단독,1**,71,41111,,73.26,연무동,41111,202201,
1990,,,,"95,000",19,1,2022,중개거래,경기 수원장안구,단독,3*,274.3,41111,,316.29,정자동,41111,202201,
1994,,,,"27,000",8,1,2022,중개거래,경기 수원장안구,다가구,6*,102,41111,,159.47,연무동,41111,202201,
2012,,,,"73,900",21,1,2022,중개거래,경기 수원장안구,다가구,7**,134.2,41111,,254.32,조원동,41111,202201,
1991,,,,"66,000",12,1,2022,중개거래,경기 수원장안구 경기 안양동안구,단독,4**,155.9,41111,,298.18,영화동,41111,202201,
1991,,22.02.25,O,"180,000",4,1,2022,중개거래,경기 수원장안구,단독,4**,206.5,41111,,602.19,영화동,41111,202201,
1964,,,,"15,000",26,1,2022,중개거래,경기 수원장안구 경기 수원팔달구,단독,6*,79,41111,,28.39,연무동,41111,202201,
2011,,,,"95,000",8,1,2022,중개거래,경기 수원장안구,단독,4**,181.8,41111,,361.8,영화동,41111,202201,
2012,,,,"90,000",11,1,2022,중개거래,경기 수원장안구,다가구,4**,266.2,41111,,405.84,영화동,41111,202201,
2003,,,,"96,000",20,1,2022,중개거래,경기 수원권선구 서울 강남구,다가구,8**,215.1,41111,,486.34,조원동,41111,202201,
1989,,,,"44,000",24,2,2022,중개거래,경기 수원장안구,다가구,4**,164,41111,,263.94,조원동,41111,202202,
1987,,,,"33,800",24,2,2022,중개거래,경기 수원장안구,단독,4**,113,41111,,135.61,조원동,41111,202202,
1988,,,,"39,300",24,2,2022,중개거래,경기 수원장안구,다가구,4**,135,41111,,223.18,조원동,41111,202202,
1987,,,,"49,000",24,2,2022,중개거래,경기 수원장안구,단독,4**,113,41111,,132.2,조원동,41111,202202,
2018,,22.12.09,O,"75,000",24,2,2022,중개거래,경기 수원장안구,다가구,1**,115,41111,,211.98,연무동,41111,202202,
2021,,,,"178,000",25,2,2022,중개거래,경기 수원장안구,다가구,4*,199.2,41111,,396.66,정자동,41111,202202,
2021,,,,"215,000",19,2,2022,중개거래,경기 수원장안구,다가구,2**,298.7,41111,,589.51,연무동,41111,202202,
1984,,,,"82,000",12,2,2022,중개거래,경기 수원장안구,단독,2**,162.9,41111,,184.28,연무동,41111,202202,
1991,,,,"13,000",4,2,2022,중개거래,경기 수원팔달구,단독,6**,33,41111,,42.05,조원동,41111,202202,
2018,,,,"80,000",5,2,2022,중개거래,경기 수원장안구,다가구,2**,148,41111,,262.69,송죽동,41111,202202,
1989,,,,"65,000",5,2,2022,중개거래,경기 수원장안구,단독,4**,180.7,41111,,293.61,송죽동,41111,202202,
1974,,,,"14,500",15,2,2022,중개거래,경기 수원장안구,단독,3*,56,41111,,33.19,영화동,41111,202202,
1974,,,,"20,000",10,2,2022,중개거래,경기 수원장안구,단독,3*,93,41111,,31.93,영화동,41111,202202,
1988,,,,"88,000",31,3,2022,중개거래,경기 수원장안구,단독,3**,218.3,41111,,294.69,영화동,41111,202203,
1993,,22.08.23,O,"60,000",28,3,2022,중개거래,경기 수원장안구,단독,1**,167,41111,,239.78,율전동,41111,202203,
1997,,22.08.23,O,"79,000",28,3,2022,중개거래,경기 수원장안구,단독,1**,204,41111,,327.36,율전동,41111,202203,
1982,,,,"55,200",26,3,2022,중개거래,경기 수원장안구,단독,3**,164.4,41111,,97.92,영화동,41111,202203,
1983,,,,"49,000",30,3,2022,중개거래,경기 수원장안구,단독,2**,133.5,41111,,137.8,연무동,41111,202203,
1989,,,,"67,500",15,3,2022,중개거래,경기 수원장안구,단독,4**,180.2,41111,,273.57,송죽동,41111,202203,
1991,,,,"25,000",14,3,2022,중개거래,경기 수원장안구,단독,5*,86,41111,,147.67,연무동,41111,202203,
1988,,,,"57,000",15,3,2022,중개거래,경기 수원장안구,다가구,5**,121.7,41111,,202.64,파장동,41111,202203,
1988,,,,"45,000",15,3,2022,중개거래,경기 수원장안구,다가구,5**,147.8,41111,,219.6,파장동,41111,202203,
1994,,,,"174,500",31,3,2022,중개거래,경기 수원팔달구,단독,5**,333,41111,,795.02,파장동,41111,202203,
1994,,,,"68,000",31,3,2022,중개거래,경기 수원팔달구,다가구,5**,214,41111,,295.74,파장동,41111,202203,
2002,,,,"101,000",2,3,2022,중개거래,경기 수원장안구,다가구,5**,203.8,41111,,312.01,천천동,41111,202203,
1994,,,,"50,000",15,3,2022,직거래,,단독,1**,185,41111,,230.8,율전동,41111,202203,
1990,,,,"52,500",19,3,2022,중개거래,경기 수원시 장안구,다가구,1**,223,41111,,227.22,율전동,41111,202203,
1977,,22.06.15,O,"43,000",4,3,2022,중개거래,경기 수원장안구,단독,4**,197.4,41111,,156.15,영화동,41111,202203,
1993,,,,"59,000",1,3,2022,중개거래,경기 수원장안구,다가구,2**,159,41111,,227.19,율전동,41111,202203,
1995,,,,"15,800",16,3,2022,직거래,,단독,6*,104,41111,,157.8,연무동,41111,202203,
2016,,,,"88,000",2,3,2022,중개거래,경기 수원팔달구,다가구,7**,157.7,41111,,253.7,조원동,41111,202203,
1989,,22.06.27,O,"70,000",27,4,2022,중개거래,경기 수원장안구,단독,7**,175.2,41111,,414.12,조원동,41111,202204,
2022,,,,"132,000",29,4,2022,중개거래,경기 수원장안구,다가구,5**,186.5,41111,,390.41,파장동,41111,202204,
1988,,,,"39,000",26,4,2022,중개거래,경기 수원장안구,단독,7**,123,41111,,147.41,조원동,41111,202204,
1985,,,,"57,400",20,4,2022,중개거래,경기 수원장안구,단독,2**,139,41111,,165.03,영화동,41111,202204,
1991,,,,"60,200",30,4,2022,중개거래,경기 수원장안구,단독,2**,144,41111,,199.23,천천동,41111,202204,
1996,,,,"22,000",19,4,2022,중개거래,경기 수원장안구,단독,6**,66,41111,,49.4,조원동,41111,202204,
1988,,,,"91,000",27,4,2022,중개거래,경기 수원장안구,단독,4**,199,41111,,245.36,율전동,41111,202204,
2016,,,,"123,000",12,4,2022,중개거래,경기 수원장안구,다가구,4**,362,41111,,474.6,조원동,41111,202204,
1974,,,,"23,800",12,4,2022,중개거래,경기 수원장안구 경기 수원팔달구,단독,3*,86,41111,,33.72,영화동,41111,202204,
1982,,,,"59,000",9,4,2022,중개거래,경기 수원장안구,단독,4**,158,41111,,163.4,율전동,41111,202204,
1997,,,,"49,000",19,4,2022,중개거래,경기 수원장안구,단독,4**,126.4,41111,,222.75,영화동,41111,202204,
1993,,,,"61,000",4,4,2022,중개거래,경기 수원장안구,다가구,3*,206.1,41111,,355.26,정자동,41111,202204,
1983,,,,"63,500",2,4,2022,중개거래,경기 수원장안구,단독,4*,149.3,41111,,166.07,정자동,41111,202204,
1981,,,,"82,500",5,4,2022,중개거래,경기 수원장안구,다가구,5**,248,41111,,250.17,조원동,41111,202204,
2002,,,,"88,000",2,4,2022,중개거래,경기 수원장안구,다가구,8**,237.7,41111,,501.36,조원동,41111,202204,
1979,,,,"105,000",4,4,2022,중개거래,경기 수원장안구 경기 수원팔달구,단독,4**,303.8,41111,,201.28,영화동,41111,202204,
1983,,,,"44,800",5,4,2022,중개거래,경기 수원장안구,단독,4**,150.3,41111,,144.48,영화동,41111,202204,
1984,,,,"63,000",1,4,2022,중개거래,경기 수원장안구,단독,7**,206.9,41111,,162.48,조원동,41111,202204,
1979,,22.04.26,O,"105,000",4,4,2022,중개거래,경기 수원장안구 경기 수원팔달구,단독,4**,303.8,41111,,201.28,영화동,41111,202204,
1988,,,,"46,500",24,5,2022,중개거래,경기 수원장안구,단독,4**,199,41111,,298.96,조원동,41111,202205,
1982,,,,"60,000",30,5,2022,직거래,,단독,4**,158,41111,,163.4,율전동,41111,202205,
2018,,,,"180,000",19,5,2022,중개거래,경기 수원장안구,다가구,4**,189,41111,,368.54,율전동,41111,202205,
1989,,,,"37,800",20,5,2022,중개거래,경기 수원장안구,단독,4**,107.4,41111,,182.61,송죽동,41111,202205,
2002,,,,"84,000",31,5,2022,중개거래,경기 수원장안구,다가구,8**,234.1,41111,,502.68,조원동,41111,202205,
1981,,,,"55,000",14,5,2022,중개거래,경기 수원장안구,단독,2**,190,41111,,114.54,연무동,41111,202205,
1982,,,,"41,700",10,5,2022,중개거래,경기 수원장안구,단독,4**,172.4,41111,,146.78,영화동,41111,202205,
1982,,,,"43,100",10,5,2022,중개거래,경기 수원장안구,단독,4**,178.2,41111,,140.8,영화동,41111,202205,
1972,,,,"23,600",9,5,2022,직거래,,단독,8**,142,41111,,48.26,이목동,41111,202205,
1989,,,,"43,000",30,5,2022,중개거래,경기 수원장안구 서울 성동구,단독,5**,153.5,41111,,253.05,파장동,41111,202205,
1987,,,,"49,000",14,5,2022,중개거래,경기 수원장안구,단독,1**,158,41111,,178.29,영화동,41111,202205,
1996,,,,"112,000",7,5,2022,중개거래,경기 수원장안구,다가구,9*,270,41111,,636.75,영화동,41111,202205,
1985,,,,"50,000",4,5,2022,중개거래,경기 수원장안구,단독,7**,197.1,41111,,232.92,조원동,41111,202205,
1997,,,,"21,500",18,5,2022,중개거래,경기 수원장안구,단독,6**,59,41111,,78.29,조원동,41111,202205,
1984,,,,"130,000",2,5,2022,중개거래,경기 수원시 장안구,단독,2**,186.4,41111,,218.7,연무동,41111,202205,
1990,,,,"74,250",11,5,2022,중개거래,경기 수원장안구,단독,2**,182,41111,,243.51,천천동,41111,202205,
1964,,,,"23,400",3,5,2022,중개거래,경기 수원장안구,단독,6*,86,41111,,24.56,연무동,41111,202205,
1984,,,,"44,000",16,5,2022,중개거래,경기 수원장안구,단독,2**,118.5,41111,,116.01,연무동,41111,202205,
2002,,,,"84,000",19,5,2022,중개거래,경기 수원장안구,단독,8**,217,41111,,486.84,조원동,41111,202205,
1995,,,,"32,000",14,5,2022,중개거래,경기 수원장안구,다가구,2**,109,41111,,189.15,송죽동,41111,202205,
1985,,,,"50,500",19,5,2022,직거래,,단독,4**,284,41111,,94.9,정자동,41111,202205,
1964,,,,"22,000",10,5,2022,중개거래,경기 수원장안구,단독,1**,40,41111,,34.51,연무동,41111,202205,
2008,,,,"29,000",10,5,2022,중개거래,경기 수원팔달구,단독,3*,92,41111,,80.48,영화동,41111,202205,
1994,,,,"27,500",1,5,2022,중개거래,경기 수원장안구,단독,1**,102,41111,,83.98,영화동,41111,202205,
1989,,,,"70,000",27,6,2022,중개거래,경기 수원장안구,단독,7**,175.2,41111,,414.12,조원동,41111,202206,
1985,,22.10.17,O,"60,000",23,6,2022,중개거래,경기 수원장안구,단독,2**,139,41111,,165.03,영화동,41111,202206,
1996,,,,"29,500",22,6,2022,중개거래,경기 수원장안구,다가구,3*,146,41111,,130.08,영화동,41111,202206,
1985,,,,"55,000",13,6,2022,중개거래,경기 수원장안구,다가구,7**,135.2,41111,,176.44,조원동,41111,202206,
1984,,,,"68,000",14,6,2022,중개거래,경기 수원장안구,다가구,3**,124,41111,,141.58,율전동,41111,202206,
1984,,,,"64,800",12,6,2022,중개거래,경기 군포시 경기 수원장안구,단독,7**,153.8,41111,,168.98,조원동,41111,202206,
2005,,,,"120,000",15,6,2022,직거래,,단독,1**,833,41111,,198.82,하광교동,41111,202206,
2010,,,,"88,000",17,6,2022,중개거래,경기 수원장안구,다가구,4*,192,41111,,357.67,영화동,41111,202206,
1981,,,,"39,000",3,6,2022,중개거래,경기 수원장안구,단독,3**,111,41111,,68.4,파장동,41111,202206,
2016,,,,"58,000",11,6,2022,중개거래,경기 수원장안구,단독,1**,136,41111,,213.11,영화동,41111,202206,
2002,,,,"22,500",22,6,2022,중개거래,경기 수원장안구,단독,2**,94.8,41111,,96.25,연무동,41111,202206,
2012,,,,"76,000",7,6,2022,중개거래,경기 수원장안구 경기 안양만안구,단독,3**,163.3,41111,,279.2,영화동,41111,202206,
1982,,,,"67,000",15,6,2022,중개거래,경기 수원시 장안구,단독,4**,148,41111,,151.31,율전동,41111,202206,
1997,,,,"85,000",1,6,2022,중개거래,경기 수원장안구,다가구,4**,160.1,41111,,373.3,영화동,41111,202206,
2022,,,,"146,000",6,6,2022,중개거래,경기 수원장안구,다가구,3**,151.9,41111,,280.85,영화동,41111,202206,
2011,,,,"91,500",8,6,2022,중개거래,경기 수원장안구,다가구,4**,160.9,41111,,320.35,영화동,41111,202206,
1990,,,,"35,000",8,6,2022,직거래,,단독,4**,164.5,41111,,259.52,영화동,41111,202206,
1988,,,,"35,500",2,6,2022,중개거래,경기 수원장안구,단독,2**,100.9,41111,,166.52,연무동,41111,202206,
1983,,,,"47,000",30,7,2022,중개거래,경기 수원장안구,다가구,5**,203,41111,,180.03,파장동,41111,202207,
1984,,,,"48,900",27,7,2022,중개거래,경기 수원장안구,단독,2**,219.7,41111,,203.38,연무동,41111,202207,
1995,,,,"141,000",28,7,2022,중개거래,경기 수원시 장안구,다가구,3**,491,41111,,333.93,율전동,41111,202207,
1984,,,,"59,000",23,7,2022,중개거래,경기 수원장안구,단독,5**,190.3,41111,,166.76,파장동,41111,202207,
1980,,,,"45,000",6,7,2022,중개거래,경기 수원장안구,단독,7*,166,41111,,157.58,정자동,41111,202207,
1980,,,,"72,500",6,7,2022,중개거래,경기 수원장안구,단독,7*,166,41111,,157.58,정자동,41111,202207,
1985,,,,"51,000",11,7,2022,중개거래,경기 수원시 장안구,단독,5**,122.3,41111,,159.38,파장동,41111,202207,
1983,,,,"50,000",7,7,2022,중개거래,경기 성남수정구 경기 수원장안구,단독,2**,128.9,41111,,114.19,연무동,41111,202207,
1978,,,,"53,500",11,7,2022,중개거래,경기 수원장안구,단독,3**,163.3,41111,,95.1,영화동,41111,202207,
2003,,,,"170,000",4,7,2022,중개거래,경기 수원장안구,다가구,2**,245,41111,,521.92,율전동,41111,202207,
1977,,,,"56,800",2,7,2022,중개거래,경기 수원장안구,단독,4**,223.3,41111,,149.48,영화동,41111,202207,
1994,,,,"47,500",15,8,2022,중개거래,경기 수원장안구,다가구,4**,139,41111,,199.27,파장동,41111,202208,
1983,,,,"50,000",18,8,2022,중개거래,경기 수원장안구,다가구,4*,142.9,41111,,149.76,정자동,41111,202208,
1984,,,,"35,000",18,8,2022,중개거래,경기 수원장안구,다가구,4*,163.8,41111,,144.64,정자동,41111,202208,
1994,,,,"49,000",20,8,2022,중개거래,경기 수원장안구,다가구,4**,201.4,41111,,288.04,영화동,41111,202208,
1977,,,,"122,500",20,8,2022,중개거래,경기 수원장안구,단독,4**,257.1,41111,,84.69,영화동,41111,202208,
2006,,,,"119,500",5,8,2022,중개거래,경기 수원장안구,다가구,4**,229.5,41111,,384.41,천천동,41111,202208,
1982,,,,"40,000",31,8,2022,직거래,,단독,2**,136.1,41111,,133.03,연무동,41111,202208,
1991,,22.12.02,O,"40,000",10,8,2022,중개거래,경기 수원장안구,다가구,6**,131.9,41111,,223.75,파장동,41111,202208,
2008,,,,"84,500",25,8,2022,중개거래,경기 수원장안구,단독,4**,165.7,41111,,329.1,영화동,41111,202208,
2020,,23.07.17,O,"115,000",1,8,2022,중개거래,경기 수원팔달구,다가구,2**,135.4,41111,,276.53,연무동,41111,202208,
1983,,,,"52,000",7,8,2022,중개거래,경기 수원장안구,단독,1**,141,41111,,134.2,영화동,41111,202208,
1993,,,,"60,000",19,8,2022,중개거래,경기 수원장안구,단독,1**,167,41111,,239.78,율전동,41111,202208,
1997,,,,"79,000",19,8,2022,중개거래,경기 수원장안구,단독,1**,204,41111,,327.36,율전동,41111,202208,
2012,,,,"182,000",4,8,2022,중개거래,경기 수원장안구,단독,2**,215,41111,,521.53,율전동,41111,202208,
2017,,,,"109,000",5,8,2022,중개거래,경기 수원장안구,다가구,4*,171,41111,,326.74,정자동,41111,202208,
1997,,,,"72,700",24,9,2022,중개거래,경기 수원시 장안구,다가구,9*,206,41111,,362.91,송죽동,41111,202209,
1987,,,,"50,000",16,9,2022,중개거래,경기 수원장안구,다가구,2**,116.4,41111,,187.25,연무동,41111,202209,
1973,,,,"13,500",9,9,2022,중개거래,경기 수원장안구,단독,1**,63,41111,,53.73,연무동,41111,202209,
1995,,,,"148,500",2,9,2022,중개거래,경기 수원장안구,다가구,3**,294.8,41111,,628.94,천천동,41111,202209,
2007,,,,"89,500",26,9,2022,중개거래,경기 수원영통구,단독,3**,285,41111,,150.88,상광교동,41111,202209,
1964,,23.01.06,O,"20,600",1,9,2022,직거래,,단독,6*,99,41111,,24.56,연무동,41111,202209,
1997,,,,"46,500",6,9,2022,중개거래,경기 수원장안구,다가구,3*,168,41111,,168.89,영화동,41111,202209,
1989,,,,"29,350",6,9,2022,중개거래,경기 수원장안구,다가구,7*,144,41111,,225,정자동,41111,202209,
1987,,,,"41,500",30,10,2022,중개거래,경기 수원장안구,다가구,5**,118.4,41111,,195.21,파장동,41111,202210,
1983,,,,"40,000",31,10,2022,중개거래,경기 수원장안구 경기 수원팔달구,단독,5*,135.7,41111,,130.18,정자동,41111,202210,
2022,,,,"168,000",21,10,2022,직거래,,다가구,7**,170.6,41111,,399.38,조원동,41111,202210,
1969,,,,"20,000",20,10,2022,직거래,,단독,2**,86,41111,,52.89,영화동,41111,202210,
2008,,23.03.06,O,"178,600",12,10,2022,중개거래,경기 수원시 장안구,단독,5*,660,41111,,195.52,이목동,41111,202210,
1990,,,,"60,000",20,10,2022,중개거래,경기 수원장안구,다가구,4**,175.1,41111,,329.06,송죽동,41111,202210,
1989,,,,"50,000",20,10,2022,중개거래,경기 수원장안구,단독,4**,135.7,41111,,225.01,송죽동,41111,202210,
2016,,,,"84,500",6,10,2022,중개거래,경기 수원장안구,다가구,3**,160,41111,,293.99,파장동,41111,202210,
1989,,,,"42,500",6,10,2022,중개거래,경기 수원장안구,단독,3*,186.3,41111,,278.45,정자동,41111,202210,
1991,,,,"25,000",4,10,2022,직거래,,다가구,1**,128,41111,,196.73,송죽동,41111,202210,
1970,,,,"26,500",20,11,2022,중개거래,경기 수원장안구,단독,1**,71,41111,,23.37,연무동,41111,202211,
1992,,,,"73,000",16,11,2022,중개거래,경기 수원장안구,단독,1**,198,41111,,254.41,율전동,41111,202211,
1992,,,,"68,200",16,11,2022,중개거래,경기 수원장안구,다가구,1**,185,41111,,252.81,율전동,41111,202211,
1997,,,,"85,000",23,11,2022,직거래,,단독,1**,197,41111,,198,하광교동,41111,202211,
1995,,,,"78,000",22,11,2022,중개거래,경기 수원시 장안구,단독,5**,154.2,41111,,695.94,파장동,41111,202211,
1981,,,,"43,000",29,11,2022,중개거래,경기 수원장안구,단독,2**,122.8,41111,,144.9,연무동,41111,202211,
1984,,23.05.16,O,"38,000",29,11,2022,중개거래,경기 수원장안구,단독,6*,147.1,41111,,159.58,정자동,41111,202211,
1991,,,,"40,000",16,11,2022,중개거래,경기 수원장안구,다가구,6**,131.9,41111,,223.75,파장동,41111,202211,
1991,,,,"65,000",14,11,2022,중개거래,경기 수원장안구,단독,6**,185.8,41111,,291.79,파장동,41111,202211,
1971,,,,"24,500",19,11,2022,중개거래,경기 수원장안구,단독,1**,119,41111,,45.95,연무동,41111,202211,
1972,,,,"20,800",1,11,2022,중개거래,경기 수원장안구,단독,6**,126,41111,,56.2,조원동,41111,202211,
1985,,,,"58,900",18,12,2022,중개거래,경기 수원장안구,단독,2**,139,41111,,165.03,영화동,41111,202212,
1964,,,,"20,600",15,12,2022,직거래,,단독,6*,99,41111,,24.56,연무동,41111,202212,
2002,,,,"62,000",27,12,2022,중개거래,경기 수원장안구,다가구,4**,149.9,41111,,318.75,영화동,41111,202212,
2003,,,,"138,000",1,12,2022,중개거래,경기 수원장안구,다가구,4**,173,41111,,511.26,정자동,41111,202212,
1985,,23.03.27,O,"59,500",18,12,2022,중개거래,경기 수원장안구,단독,2**,150,41111,,165.03,영화동,41111,202212,
1982,,,,"37,000",30,1,2023,중개거래,경기 수원권선구 경기 수원장안구,단독,2*,214.6,41111,,104.06,정자동,41111,202301,
2011,,,,"91,500",5,1,2023,중개거래,경기 수원장안구,다가구,6*,221,41111,,395.61,연무동,41111,202301,
2003,,,,"37,000",18,1,2023,직거래,,다가구,4*,157.6,41111,,129.67,정자동,41111,202301,
2005,,,,"73,500",12,1,2023,중개거래,경기 수원장안구,다가구,4**,243.5,41111,,252.93,영화동,41111,202301,
2003,,,,"79,000",13,1,2023,직거래,,단독,5**,214.4,41111,,363.34,천천동,41111,202301,
1964,,,,"16,000",7,2,2023,중개거래,경기 수원장안구,단독,6*,96,41111,,49.07,연무동,41111,202302,
1983,,,,"30,000",3,2,2023,중개거래,경기 수원장안구,단독,4*,169.5,41111,,162.48,정자동,41111,202302,
1991,,,,"44,500",10,2,2023,중개거래,경기 수원장안구,단독,5**,158,41111,,327.48,파장동,41111,202302,
1989,,,,"33,945",6,2,2023,중개거래,경기 수원장안구,단독,7*,69,41111,,126.15,영화동,41111,202302,
1970,,,,"28,500",8,2,2023,중개거래,경기 수원장안구,단독,1**,71,41111,,23.7,연무동,41111,202302,
1962,,,,"21,000",3,2,2023,중개거래,경기 수원장안구,단독,1**,96,41111,,30.74,영화동,41111,202302,
1983,,,,"33,000",4,2,2023,중개거래,경기 수원장안구,단독,2**,139.6,41111,,103.62,연무동,41111,202302,
1984,,,,"57,500",20,3,2023,중개거래,경기 수원장안구,단독,2**,98.8,41111,,153.04,연무동,41111,202303,
1996,,,,"149,000",23,3,2023,중개거래,경기 수원장안구,단독,4**,215,41111,,493.19,율전동,41111,202303,
1964,,,,"24,800",22,3,2023,중개거래,경기 수원장안구,단독,6*,53,41111,,24.56,연무동,41111,202303,
2008,,,,"80,000",25,3,2023,중개거래,경기 수원장안구,단독,3*,187.1,41111,,345.39,정자동,41111,202303,
1991,,23.04.18,O,"89,000",23,3,2023,중개거래,경기 수원장안구,단독,1*,223,41111,,298.56,연무동,41111,202303,
2018,,,,"74,500",23,3,2023,중개거래,경기 수원장안구 경기 수원팔달구,다가구,1**,115,41111,,211.98,연무동,41111,202303,
1984,,,,"32,000",13,3,2023,중개거래,경기 수원장안구,단독,7**,121.1,41111,,127.32,조원동,41111,202303,
1972,,,,"16,900",22,3,2023,직거래,,단독,8*,69,41111,,59.5,영화동,41111,202303,
1987,,,,"32,000",20,3,2023,직거래,,단독,7*,139.1,41111,,164.94,정자동,41111,202303,
2022,,,,"200,500",1,3,2023,중개거래,경기 수원장안구,다가구,7**,239.5,41111,,456.8686,조원동,41111,202303,
1987,,,,"40,000",1,3,2023,중개거래,경기 수원영통구,단독,4**,152.2,41111,,139.6,영화동,41111,202303,
2011,,,,"77,500",22,4,2023,중개거래,경기 수원권선구,다가구,4*,141.1,41111,,349.82,정자동,41111,202304,
1989,,,,"40,000",14,4,2023,중개거래,경기 수원시 장안구,단독,5**,139.1,41111,,223.53,파장동,41111,202304,
1964,,,,"42,000",10,4,2023,중개거래,경기 수원장안구,단독,1**,119,41111,,59.5,영화동,41111,202304,
1974,,,,"46,000",22,4,2023,중개거래,경기 수원장안구,단독,1**,76,41111,,50.02,연무동,41111,202304,
1983,,,,"31,500",6,4,2023,중개거래,경기 수원장안구,단독,3*,135,41111,,158.76,영화동,41111,202304,
2012,,,,"332,600",13,4,2023,중개거래,경기 화성시,단독,1*,1653,41111,,794,파장동,41111,202304,
1991,,,,"89,000",17,4,2023,중개거래,경기 수원장안구,단독,1*,223,41111,,298.56,연무동,41111,202304,
2015,,,,"14,000",3,4,2023,중개거래,경기 수원장안구,단독,6**,80,41111,,47.5,조원동,41111,202304,
2020,,,,"220,400",26,5,2023,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",단독,2**,201,41111,,398.48,율전동,41111,202305,
1994,,,,"48,000",26,5,2023,중개거래,경기 수원장안구,단독,2*,159.6,41111,,279.63,정자동,41111,202305,
1970,,,,"17,000",17,5,2023,중개거래,경기 수원장안구,단독,1**,57,41111,,31.44,연무동,41111,202305,
2001,,,,"134,000",16,5,2023,중개거래,경기 수원장안구,단독,1**,308,41111,,642.76,율전동,41111,202305,
1988,,,,"29,000",30,5,2023,중개거래,경기 수원장안구,단독,2**,124,41111,,159.92,연무동,41111,202305,
1989,,,,"34,915",18,5,2023,중개거래,경기 수원장안구,단독,7*,69,41111,,126.15,영화동,41111,202305,
2002,,,,"73,000",5,5,2023,중개거래,경기 수원장안구,다가구,8**,239.8,41111,,502.68,조원동,41111,202305,
2013,,,,"77,000",2,5,2023,중개거래,경기 수원장안구 경기 수원팔달구,다가구,2**,161,41111,,305.53,파장동,41111,202305,
1984,,,,"38,000",16,5,2023,중개거래,경기 수원장안구,단독,6*,147.1,41111,,159.58,정자동,41111,202305,
1982,,,,"47,500",23,6,2023,중개거래,경기 수원장안구,단독,7**,147,41111,,164.1,조원동,41111,202306,
1993,,,,"58,000",26,6,2023,중개거래,경기 수원장안구,단독,7*,144.4,41111,,296.46,정자동,41111,202306,
1992,,,,"22,500",21,6,2023,중개거래,경기 수원장안구,단독,6*,74,41111,,120,연무동,41111,202306,
2003,,,,"53,000",15,6,2023,중개거래,경기 수원장안구,다가구,4**,145.6,41111,,328.8,송죽동,41111,202306,
2023,,,,"91,500",14,6,2023,직거래,,단독,3**,196,41111,,66.5,천천동,41111,202306,
2004,,,,"69,500",24,6,2023,중개거래,경기 수원장안구,다가구,2**,156.3,41111,,290.3,연무동,41111,202306,
1991,,,,"55,000",10,6,2023,중개거래,경기 수원시 장안구,단독,1**,175,41111,,242.97,율전동,41111,202306,
1989,,,,"93,000",19,6,2023,중개거래,경기 수원장안구,단독,2**,174,41111,,395.38,연무동,41111,202306,
1983,,,,"88,000",10,6,2023,중개거래,경기 수원장안구,단독,2**,129,41111,,275.83,연무동,41111,202306,
1989,,,,"127,000",1,6,2023,중개거래,경기 수원장안구,단독,7**,284.4,41111,,569.84,조원동,41111,202306,
1995,,,,"28,000",12,6,2023,중개거래,경기 수원장안구,단독,3*,93,41111,,99.57,영화동,41111,202306,
2016,,,,"197,500",26,7,2023,직거래,,단독,2**,658,41111,,481.28,이목동,41111,202307,
1991,,,,"49,600",25,7,2023,중개거래,경기 수원장안구,단독,5**,152.7,41111,,231.27,파장동,41111,202307,
1993,,,,"31,000",20,7,2023,중개거래,경기 수원장안구,다가구,7**,141.2,41111,,198.01,조원동,41111,202307,
1996,,,,"72,000",20,7,2023,중개거래,경기 수원장안구,다가구,1**,200,41111,,460.05,영화동,41111,202307,
2015,,,,"62,800",13,7,2023,중개거래,경기 화성시,다가구,1**,148,41111,,211.98,영화동,41111,202307,
1992,,,,"29,000",13,7,2023,중개거래,경기 수원팔달구,단독,6*,92,41111,,160.02,연무동,41111,202307,
1978,,,,"46,000",20,7,2023,중개거래,경기 수원장안구,단독,3*,202.1,41111,,99.7,정자동,41111,202307,
1985,,,,"60,000",4,7,2023,직거래,,단독,2**,193.9,41111,,237.75,연무동,41111,202307,
1981,,,,"59,000",1,7,2023,직거래,,단독,1**,76,41111,,119.44,연무동,41111,202307,
2004,,,,"92,500",25,8,2023,중개거래,경기 수원장안구,다가구,2**,136,41111,,353.24,연무동,41111,202308,
2000,,,,"95,000",25,8,2023,직거래,,다가구,1**,203,41111,,349.35,송죽동,41111,202308,
1977,,,,"33,000",19,8,2023,중개거래,경기 수원장안구,단독,7*,145.6,41111,,66.05,정자동,41111,202308,
