buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,houseType,monthlyRent,preDeposit,preMonthlyRent,sggCd,totalFloorAr,umdNm,useRRRight,lawd_cd,deal_ym,sggNm
2003,,,9,7,2024,500,다가구,35,,,41111,21,율전동,,41111,202407,
1995,,,30,7,2024,500,단독,30,,,41111,42,정자동,,41111,202407,
2017,,,24,7,2024,"1,000",단독,65,,,41111,56.1,율전동,,41111,202407,
1994,,,20,7,2024,500,다가구,37,,,41111,33,영화동,,41111,202407,
1984,,,19,7,2024,"2,500",단독,60,,,41111,69.72,연무동,,41111,202407,
,,,29,7,2024,300,다가구,30,,,41111,27,정자동,,41111,202407,
,,,25,7,2024,"1,000",다가구,45,,,41111,30,영화동,,41111,202407,
1995,,,16,7,2024,300,단독,33,,,41111,16.53,율전동,,41111,202407,
2002,,,16,7,2024,"1,000",단독,80,,,41111,45,천천동,,41111,202407,
1964,,,15,7,2024,"4,500",단독,0,,,41111,24.51,연무동,,41111,202407,
,,,13,7,2024,"20,000",다가구,0,,,41111,65.1,천천동,,41111,202407,
,,,12,7,2024,500,단독,35,,,41111,20,천천동,,41111,202407,
1996,,,10,7,2024,"5,000",단독,0,,,41111,23,연무동,,41111,202407,
2010,,,3,7,2024,500,단독,35,,,41111,25,정자동,,41111,202407,
,,,3,7,2024,"12,500",다가구,0,,,41111,36,송죽동,,41111,202407,
2004,,,6,7,2024,500,다가구,50,,,41111,41,연무동,,41111,202407,
,,,20,7,2024,"4,000",단독,20,,,41111,18,율전동,,41111,202407,
2000,24.08~26.08,신규,23,7,2024,"2,000",단독,65,,,41111,60,천천동,,41111,202407,
2022,24.07~26.07,신규,23,7,2024,"1,000",다가구,65,,,41111,44.12,파장동,,41111,202407,
2001,24.08~26.08,신규,25,7,2024,500,다가구,40,,,41111,195,영화동,,41111,202407,
,24.07~25.07,신규,17,7,2024,200,다가구,29,,,41111,146.08,연무동,,41111,202407,
1998,24.07~26.07,신규,8,7,2024,300,다가구,35,,,41111,16,영화동,,41111,202407,
2003,24.08~26.08,신규,20,7,2024,"2,000",다가구,50,,,41111,55,영화동,,41111,202407,
2010,24.08~25.07,신규,4,7,2024,500,다가구,30,,,41111,16.5,율전동,,41111,202407,
,24.07~26.07,신규,13,7,2024,500,다가구,30,,,41111,13.97,송죽동,,41111,202407,
,24.09~26.09,신규,23,7,2024,"4,000",다가구,50,,,41111,15,영화동,,41111,202407,
1991,24.09~26.09,신규,24,7,2024,300,다가구,25,,,41111,173.8,송죽동,,41111,202407,
1995,24.07~26.07,신규,5,7,2024,"4,000",단독,20,,,41111,68,조원동,,41111,202407,
1993,24.07~25.07,신규,25,7,2024,500,다가구,30,,,41111,111.4,정자동,,41111,202407,
,24.07~25.07,갱신,11,7,2024,500,다가구,40,500,38,41111,23,정자동,,41111,202407,
1989,24.07~26.07,신규,7,7,2024,500,다가구,41,,,41111,33,송죽동,,41111,202407,
2010,23.06~25.06,신규,1,7,2024,200,다가구,30,,,41111,35,영화동,,41111,202407,
1996,24.08~26.08,신규,30,7,2024,"1,000",단독,45,,,41111,51.93,정자동,,41111,202407,
1996,24.08~26.08,신규,26,7,2024,300,다가구,30,,,41111,23,송죽동,,41111,202407,
2001,24.07~26.07,신규,3,7,2024,100,다가구,35,,,41111,23.14,영화동,,41111,202407,
2013,24.07~26.07,갱신,20,7,2024,"3,000",다가구,42,"3,000",42,41111,51.09,정자동,사용,41111,202407,
1994,24.07~25.07,신규,25,7,2024,500,다가구,46,,,41111,18.5,율전동,,41111,202407,
2004,24.07~25.07,신규,20,7,2024,300,다가구,30,,,41111,23.1,율전동,,41111,202407,
2011,24.08~26.08,신규,12,7,2024,"8,000",다가구,10,,,41111,41.4,정자동,,41111,202407,
1997,24.07~26.07,갱신,25,7,2024,"4,000",다가구,90,"4,000",80,41111,156,율전동,,41111,202407,
1988,24.09~26.08,신규,2,7,2024,"2,500",단독,20,,,41111,40,조원동,,41111,202407,
1985,24.08~26.08,신규,29,7,2024,"3,000",단독,50,,,41111,60.03,영화동,,41111,202407,
2013,24.10~26.10,신규,24,7,2024,"6,000",다가구,40,,,41111,46,송죽동,,41111,202407,
2007,24.08~26.08,신규,20,7,2024,"3,000",단독,75,,,41111,60,영화동,,41111,202407,
1996,24.07~26.07,신규,16,7,2024,300,다가구,30,,,41111,45,파장동,,41111,202407,
2007,24.10~26.10,신규,15,7,2024,"2,000",다가구,50,,,41111,45,영화동,,41111,202407,
2017,24.09~26.09,신규,20,7,2024,"1,000",다가구,55,,,41111,40,파장동,,41111,202407,
1983,24.09~26.09,신규,11,7,2024,"1,000",단독,60,,,41111,76.77,파장동,,41111,202407,
2020,24.09~25.09,신규,20,7,2024,"2,000",다가구,70,,,41111,49.67,율전동,,41111,202407,
1986,24.09~26.09,신규,12,7,2024,"15,000",단독,0,,,41111,77.85,율전동,,41111,202407,
2002,24.09~26.09,신규,11,7,2024,"2,500",다가구,30,,,41111,20,조원동,,41111,202407,
2003,24.08~26.08,신규,13,7,2024,"2,600",단독,0,,,41111,20,조원동,,41111,202407,
1996,24.08~26.08,신규,31,7,2024,500,다가구,50,,,41111,44.18,율전동,,41111,202407,
1993,24.08~26.08,신규,25,7,2024,"1,000",다가구,45,,,41111,30,영화동,,41111,202407,
2018,24.08~26.08,신규,24,7,2024,"1,000",다가구,32,,,41111,20,조원동,,41111,202407,
2012,24.08~25.08,신규,28,7,2024,500,단독,37,,,41111,16.5,천천동,,41111,202407,
,24.09~26.09,신규,17,7,2024,"5,500",다가구,0,,,41111,26.4,천천동,,41111,202407,
1995,24.09~26.09,신규,23,7,2024,"4,000",다가구,50,,,41111,15,영화동,,41111,202407,
1977,24.09~26.09,신규,8,7,2024,"1,000",단독,60,,,41111,73.21,영화동,,41111,202407,
1985,24.08~26.08,신규,18,7,2024,"4,100",다가구,0,,,41111,36.9,정자동,,41111,202407,
1994,24.08~25.08,신규,20,7,2024,500,다가구,37,,,41111,33,영화동,,41111,202407,
,24.08~26.07,신규,20,7,2024,"1,000",단독,49,,,41111,50,영화동,,41111,202407,
1997,24.08~26.08,신규,24,7,2024,"1,000",다가구,60,,,41111,42,영화동,,41111,202407,
2001,24.07~25.07,신규,31,7,2024,500,다가구,41,,,41111,19.8,천천동,,41111,202407,
2016,24.07~26.09,신규,16,7,2024,50,다가구,11,,,41111,26.72,영화동,,41111,202407,
1996,24.09~26.09,신규,19,7,2024,"2,200",단독,0,,,41111,15,영화동,,41111,202407,
1985,24.08~26.08,신규,26,7,2024,"14,000",단독,0,,,41111,45.36,송죽동,,41111,202407,
2018,24.08~26.08,신규,8,7,2024,"16,000",다가구,0,,,41111,59.81,영화동,,41111,202407,
2001,24.08~25.08,신규,17,7,2024,500,다가구,40,,,41111,28,율전동,,41111,202407,
2021,24.08~25.08,신규,11,7,2024,"1,000",다가구,52,,,41111,29.7,천천동,,41111,202407,
2012,24.08~26.07,신규,30,7,2024,"1,000",다가구,60,,,41111,39.345,영화동,,41111,202407,
,24.07~26.07,갱신,29,7,2024,"1,000",다가구,37,"1,000",37,41111,37.57,파장동,,41111,202407,
2004,24.09~26.09,갱신,10,7,2024,"13,000",다가구,0,"9,000",,41111,51.84,연무동,,41111,202407,
2012,24.09~26.09,신규,15,7,2024,"1,000",다가구,63,,,41111,58,송죽동,,41111,202407,
2008,24.08~26.08,신규,9,7,2024,"2,000",다가구,73,,,41111,85,영화동,,41111,202407,
2003,24.08~25.08,신규,25,7,2024,"4,000",다가구,32,,,41111,22.49,율전동,,41111,202407,
1998,24.08~25.08,신규,19,7,2024,500,다가구,32,,,41111,21,천천동,,41111,202407,
1997,24.08~25.08,신규,23,7,2024,"2,000",다가구,37,,,41111,15,천천동,,41111,202407,
1992,24.08~26.08,신규,12,7,2024,"3,000",단독,35,,,41111,38.22,영화동,,41111,202407,
1996,24.08~26.08,신규,9,7,2024,"6,000",다가구,0,,,41111,43.8,영화동,,41111,202407,
1986,24.08~26.08,신규,27,7,2024,500,단독,35,,,41111,49.5,파장동,,41111,202407,
2003,24.08~25.08,신규,26,7,2024,500,다가구,41,,,41111,26.4,율전동,,41111,202407,
2004,24.08~25.08,신규,24,7,2024,500,다가구,36,,,41111,20,천천동,,41111,202407,
1995,24.09~26.09,신규,21,7,2024,"20,000",다가구,0,,,41111,91,영화동,,41111,202407,
2017,24.08~26.08,신규,26,7,2024,"1,000",다가구,75,,,41111,46.69,영화동,,41111,202407,
2002,24.08~26.08,신규,31,7,2024,500,단독,35,,,41111,29,조원동,,41111,202407,
2011,24.08~25.08,신규,12,7,2024,"1,000",다가구,40,,,41111,20,율전동,,41111,202407,
2013,24.08~26.02,신규,9,7,2024,"7,000",다가구,0,,,41111,19,율전동,,41111,202407,
2003,24.08~26.08,신규,19,7,2024,"5,000",다가구,0,,,41111,33,파장동,,41111,202407,
2004,24.08~25.08,신규,4,7,2024,500,다가구,61,,,41111,33,율전동,,41111,202407,
2016,24.08~26.08,신규,3,7,2024,"5,000",다가구,50,,,41111,91.69,송죽동,,41111,202407,
2003,24.08~26.08,신규,13,7,2024,500,다가구,42,,,41111,30,연무동,,41111,202407,
2002,24.08~26.08,신규,30,7,2024,"15,000",단독,0,,,41111,50,천천동,,41111,202407,
2023,24.08~25.08,신규,27,7,2024,"3,000",단독,35,,,41111,20,율전동,,41111,202407,
2002,24.08~25.08,신규,22,7,2024,500,다가구,55,,,41111,30,천천동,,41111,202407,
1997,24.08~26.08,신규,5,7,2024,"1,000",단독,110,,,41111,111.42,천천동,,41111,202407,
1996,24.07~26.07,신규,11,7,2024,"1,000",단독,40,,,41111,38,파장동,,41111,202407,
2003,24.08~26.08,신규,31,7,2024,500,단독,33,,,41111,23,조원동,,41111,202407,
2014,24.08~26.08,신규,8,7,2024,"3,000",다가구,65,,,41111,60,영화동,,41111,202407,
2003,24.08~25.08,신규,22,7,2024,500,다가구,36,,,41111,26.4,천천동,,41111,202407,
2005,24.08~26.08,신규,23,7,2024,"12,000",단독,0,,,41111,36,율전동,,41111,202407,
2022,24.08~25.08,신규,21,7,2024,500,다가구,43,,,41111,17,율전동,,41111,202407,
2016,24.08~25.08,신규,29,7,2024,"1,000",다가구,50,,,41111,21,천천동,,41111,202407,
2017,24.08~25.08,신규,27,7,2024,500,다가구,41,,,41111,18.52,율전동,,41111,202407,
2001,24.08~26.08,신규,27,7,2024,300,다가구,40,,,41111,18,천천동,,41111,202407,
2016,24.08~25.02,신규,29,7,2024,300,다가구,40,,,41111,16.53,율전동,,41111,202407,
2020,24.08~25.08,신규,25,7,2024,"1,000",다가구,75,,,41111,46.53,율전동,,41111,202407,
2014,24.07~26.07,신규,27,7,2024,500,다가구,33,,,41111,30,영화동,,41111,202407,
1992,24.08~25.08,신규,20,7,2024,0,단독,65,,,41111,44.56,영화동,,41111,202407,
2006,24.08~25.08,신규,6,7,2024,500,다가구,38,,,41111,20,율전동,,41111,202407,
2022,24.08~26.08,신규,30,7,2024,"1,000",다가구,70,,,41111,37,파장동,,41111,202407,
2003,24.08~25.08,신규,29,7,2024,"3,000",다가구,50,,,41111,36.36,천천동,,41111,202407,
2008,24.07~25.07,신규,2,7,2024,500,단독,35,,,41111,19.8,율전동,,41111,202407,
2000,24.08~25.08,신규,31,7,2024,500,다가구,30,,,41111,21,천천동,,41111,202407,
2001,24.08~25.08,신규,31,7,2024,500,다가구,49,,,41111,20,천천동,,41111,202407,
2002,24.08~26.08,신규,13,7,2024,500,단독,50,,,41111,33,연무동,,41111,202407,
1985,24.08~26.08,신규,29,7,2024,"3,000",단독,50,,,41111,60.03,영화동,,41111,202407,
1998,24.08~26.08,신규,12,7,2024,"10,000",다가구,0,,,41111,83.64,영화동,,41111,202407,
2003,24.08~26.08,신규,31,7,2024,"6,500",단독,0,,,41111,35,조원동,,41111,202407,
2016,24.08~26.08,신규,29,7,2024,"5,000",다가구,25,,,41111,48,송죽동,,41111,202407,
2001,24.08~25.08,신규,1,7,2024,300,다가구,43,,,41111,29,율전동,,41111,202407,
1994,24.08~26.08,신규,10,7,2024,"7,000",단독,0,,,41111,41,연무동,,41111,202407,
1983,24.08~26.08,신규,10,7,2024,500,단독,45,,,41111,30.23,영화동,,41111,202407,
1996,24.08~26.08,신규,8,7,2024,"1,000",다가구,65,,,41111,54.75,영화동,,41111,202407,
1962,24.08~25.08,신규,24,7,2024,"1,000",단독,75,,,41111,30.74,영화동,,41111,202407,
2002,24.07~26.07,신규,22,7,2024,500,단독,50,,,41111,42,연무동,,41111,202407,
2022,24.08~25.08,신규,20,7,2024,"3,000",다가구,40,,,41111,18,율전동,,41111,202407,
,24.08~26.08,신규,12,7,2024,"1,000",다가구,60,,,41111,50,영화동,,41111,202407,
1988,24.08~26.08,신규,12,7,2024,500,단독,35,,,41111,33,영화동,,41111,202407,
2003,24.08~25.08,신규,5,7,2024,500,다가구,35,,,41111,21,율전동,,41111,202407,
1988,24.08~26.08,신규,17,7,2024,500,단독,40,,,41111,57.51,조원동,,41111,202407,
2013,24.08~25.08,신규,23,7,2024,500,다가구,34,,,41111,16.53,율전동,,41111,202407,
2003,24.07~26.07,신규,1,7,2024,"1,000",다가구,50,,,41111,47,영화동,,41111,202407,
2003,24.08~26.08,신규,8,7,2024,"1,000",다가구,47,,,41111,40,영화동,,41111,202407,
2012,24.08~25.08,신규,26,7,2024,500,다가구,40,,,41111,17,율전동,,41111,202407,
2007,24.08~26.08,신규,6,7,2024,300,다가구,25,,,41111,22,정자동,,41111,202407,
1996,24.08~26.08,신규,22,7,2024,500,다가구,37,,,41111,53.5,영화동,,41111,202407,
2003,24.08~26.08,신규,5,7,2024,"9,000",단독,0,,,41111,41.62,조원동,,41111,202407,
2003,24.08~26.08,신규,1,7,2024,"1,000",단독,50,,,41111,39.6,송죽동,,41111,202407,
2003,24.07~26.07,신규,9,7,2024,500,다가구,32,,,41111,30,송죽동,,41111,202407,
,24.08~26.07,신규,25,7,2024,"1,000",다가구,45,,,41111,35,조원동,,41111,202407,
2003,24.08~25.08,신규,12,7,2024,"1,000",다가구,45,,,41111,36,조원동,,41111,202407,
1991,24.08~26.08,신규,25,7,2024,"7,000",단독,0,,,41111,42.5,정자동,,41111,202407,
2020,24.08~26.08,신규,11,7,2024,"21,000",단독,0,,,41111,143.08,송죽동,,41111,202407,
1984,24.09~26.09,신규,22,7,2024,"4,000",단독,50,,,41111,77.22,정자동,,41111,202407,
2003,24.08~25.08,신규,20,7,2024,500,다가구,35,,,41111,28,천천동,,41111,202407,
2016,24.08~26.08,신규,16,7,2024,"1,000",다가구,60,,,41111,49,파장동,,41111,202407,
1997,24.08~26.08,신규,12,7,2024,"4,500",다가구,5,,,41111,37.74,영화동,,41111,202407,
2003,24.08~26.08,신규,20,7,2024,"2,000",다가구,50,,,41111,55,영화동,,41111,202407,
2014,24.08~25.08,신규,22,7,2024,500,단독,40,,,41111,17,율전동,,41111,202407,
2019,24.08~26.08,갱신,20,7,2024,"19,800",다가구,0,"19,800",,41111,81.85,율전동,,41111,202407,
2015,24.08~26.08,신규,5,7,2024,"7,000",단독,0,,,41111,50.6,송죽동,,41111,202407,
2003,24.09~26.09,신규,31,7,2024,"10,000",다가구,0,,,41111,50,율전동,,41111,202407,
2014,24.08~26.08,신규,27,7,2024,"8,000",다가구,0,,,41111,35,영화동,,41111,202407,
1985,24.07~26.07,신규,5,7,2024,"3,000",다가구,70,,,41111,92.65,파장동,,41111,202407,
2018,24.09~26.09,신규,15,7,2024,"5,000",다가구,50,,,41111,42,송죽동,,41111,202407,
2004,24.07~26.07,신규,6,7,2024,300,다가구,35,,,41111,30,영화동,,41111,202407,
2011,24.08~26.08,신규,22,7,2024,"8,500",다가구,0,,,41111,33.97,정자동,,41111,202407,
1991,24.08~26.08,신규,29,7,2024,"9,000",다가구,0,,,41111,78.96,정자동,,41111,202407,
2003,24.07~25.07,신규,29,7,2024,300,다가구,25,,,41111,20,파장동,,41111,202407,
2011,24.08~26.08,신규,1,7,2024,"13,000",단독,5,,,41111,54.7,영화동,,41111,202407,
1995,24.08~26.08,신규,12,7,2024,"3,000",다가구,45,,,41111,97.29,조원동,,41111,202407,
1995,24.08~26.08,신규,27,7,2024,"1,000",다가구,55,,,41111,45,율전동,,41111,202407,
1990,24.08~25.08,신규,28,7,2024,"6,500",다가구,0,,,41111,38,율전동,,41111,202407,
1984,24.07~26.07,신규,1,7,2024,"1,000",단독,50,,,41111,40,영화동,,41111,202407,
2009,24.07~25.07,신규,25,7,2024,500,다가구,28,,,41111,25,정자동,,41111,202407,
1997,24.07~25.07,신규,16,7,2024,300,다가구,30,,,41111,23,연무동,,41111,202407,
1986,24.07~26.07,갱신,17,7,2024,"9,923",단독,0,"9,450",,41111,58.19,조원동,,41111,202407,
1993,24.07~26.07,신규,13,7,2024,500,단독,37,,,41111,39,정자동,,41111,202407,
2003,24.08~26.08,신규,31,7,2024,"6,500",단독,0,,,41111,35,조원동,,41111,202407,
2002,24.08~25.07,신규,19,7,2024,500,다가구,39,,,41111,20,율전동,,41111,202407,
1996,24.08~26.08,신규,26,7,2024,"1,000",단독,50,,,41111,54,율전동,,41111,202407,
2003,24.08~25.07,신규,30,7,2024,30,다가구,43,,,41111,30,천천동,,41111,202407,
2005,24.08~26.08,신규,19,7,2024,700,다가구,45,,,41111,29,영화동,,41111,202407,
2021,24.09~26.09,신규,26,7,2024,"19,000",다가구,0,,,41111,52.5,조원동,,41111,202407,
1996,24.08~26.07,신규,2,7,2024,"2,000",단독,40,,,41111,50,정자동,,41111,202407,
2000,24.08~26.08,신규,22,7,2024,"2,000",다가구,50,,,41111,49,천천동,,41111,202407,
1981,24.07~26.07,신규,20,7,2024,300,단독,25,,,41111,33,연무동,,41111,202407,
2011,24.07~26.07,신규,31,7,2024,200,단독,32,,,41111,23,정자동,,41111,202407,
2009,24.03~26.03,갱신,31,7,2024,"2,409",다가구,70,"2,409",70,41111,72.7,영화동,사용,41111,202407,
,24.07~26.07,신규,12,7,2024,500,단독,25,,,41111,40,정자동,,41111,202407,
2019,24.09~26.09,신규,30,7,2024,"5,000",다가구,50,,,41111,29.2,정자동,,41111,202407,
1995,24.07~26.07,신규,24,7,2024,300,다가구,45,,,41111,35,영화동,,41111,202407,
2014,24.07~25.07,신규,30,7,2024,500,다가구,35,,,41111,26,정자동,,41111,202407,
,24.09~26.09,신규,31,7,2024,"2,000",다가구,65,,,41111,173.89,송죽동,,41111,202407,
2018,24.09~26.09,신규,31,7,2024,200,다가구,65,,,41111,173.89,송죽동,,41111,202407,
2010,24.07~26.07,신규,20,7,2024,"7,000",다가구,7,,,41111,50,영화동,,41111,202407,
2003,24.07~25.07,신규,23,7,2024,500,다가구,39,,,41111,23,율전동,,41111,202407,
2010,24.07~26.07,신규,30,7,2024,"1,000",다가구,45,,,41111,10.8,송죽동,,41111,202407,
1990,24.08~26.08,신규,31,7,2024,300,단독,37,,,41111,44,조원동,,41111,202407,
1993,24.07~26.07,신규,15,7,2024,"13,000",다가구,0,,,41111,72.67,송죽동,,41111,202407,
1989,24.08~26.08,신규,30,7,2024,"6,000",단독,0,,,41111,33.5,영화동,,41111,202407,
2010,24.07~26.07,신규,3,7,2024,500,다가구,50,,,41111,39,영화동,,41111,202407,
1995,24.09~26.09,신규,29,7,2024,500,다가구,40,,,41111,40,정자동,,41111,202407,
1980,24.07~26.07,신규,15,7,2024,100,단독,20,,,41111,84.7,파장동,,41111,202407,
2019,24.07~26.07,신규,15,7,2024,"1,000",다가구,100,,,41111,70.66,연무동,,41111,202407,
1987,24.07~25.07,신규,30,7,2024,500,단독,40,,,41111,35,조원동,,41111,202407,
2002,24.07~26.07,신규,30,7,2024,"1,000",단독,50,,,41111,40,조원동,,41111,202407,
1995,24.07~25.07,신규,21,7,2024,500,다가구,49,,,41111,28,송죽동,,41111,202407,
1989,24.08~26.08,신규,26,7,2024,"13,000",단독,0,,,41111,74.34,송죽동,,41111,202407,
2015,24.08~26.08,신규,27,7,2024,"12,000",다가구,10,,,41111,44.76,송죽동,,41111,202407,
2002,24.08~26.07,신규,24,7,2024,500,다가구,40,,,41111,30,송죽동,,41111,202407,
1996,24.07~25.01,신규,15,7,2024,0,다가구,38,,,41111,16.61,율전동,,41111,202407,
2003,24.08~26.08,신규,26,7,2024,"9,000",단독,0,,,41111,29.25,천천동,,41111,202407,
2003,24.09~26.09,신규,29,7,2024,"2,000",다가구,35,,,41111,36,조원동,,41111,202407,
1988,24.07~26.07,신규,12,7,2024,"5,000",단독,0,,,41111,30,정자동,,41111,202407,
2002,24.07~25.07,신규,10,7,2024,500,단독,45,,,41111,30,천천동,,41111,202407,
2002,24.09~26.09,신규,25,7,2024,"11,500",단독,20,,,41111,44.4,조원동,,41111,202407,
2002,24.09~26.09,신규,23,7,2024,"14,000",다가구,0,,,41111,92.69,영화동,,41111,202407,
2007,24.10~26.10,신규,15,7,2024,"2,000",다가구,50,,,41111,45,영화동,,41111,202407,
2002,24.08~26.08,신규,25,7,2024,"9,000",단독,15,,,41111,45.49,조원동,,41111,202407,
1984,24.07~25.07,신규,10,7,2024,"4,000",단독,50,,,41111,70,연무동,,41111,202407,
1981,24.08~26.08,신규,29,7,2024,200,단독,26,,,41111,33,연무동,,41111,202407,
1989,24.07~26.07,신규,22,7,2024,500,단독,45,,,41111,40,연무동,,41111,202407,
,24.07~25.07,신규,3,7,2024,500,다가구,42,,,41111,38.52,천천동,,41111,202407,
2017,24.07~26.07,신규,5,7,2024,500,다가구,50,,,41111,30,조원동,,41111,202407,
1988,24.07~26.07,신규,13,7,2024,"1,000",단독,33,,,41111,43.29,영화동,,41111,202407,
1985,24.08~26.08,신규,26,7,2024,"14,000",단독,0,,,41111,45.36,송죽동,,41111,202407,
2011,24.08~26.08,신규,17,7,2024,"14,000",다가구,0,,,41111,77.91,영화동,,41111,202407,
1991,24.07~26.07,신규,23,7,2024,300,다가구,40,,,41111,27,영화동,,41111,202407,
2009,24.07~26.07,신규,1,7,2024,"2,000",단독,45,,,41111,45,조원동,,41111,202407,
2016,24.07~25.07,신규,19,7,2024,"1,000",다가구,40,,,41111,23,파장동,,41111,202407,
2021,24.08~26.08,신규,2,7,2024,"6,000",다가구,38,,,41111,43.65,조원동,,41111,202407,
2019,24.07~26.07,갱신,25,7,2024,"10,000",다가구,30,"9,000",40,41111,52.2,정자동,,41111,202407,
1992,24.07~26.07,신규,25,7,2024,500,다가구,31,,,41111,35,조원동,,41111,202407,
1998,24.07~26.07,신규,1,7,2024,500,다가구,36,,,41111,45,영화동,,41111,202407,
2024,24.08~25.08,신규,1,7,2024,"1,000",단독,60,,,41111,15,천천동,,41111,202407,
1995,24.07~26.07,신규,20,7,2024,300,다가구,22,,,41111,21,영화동,,41111,202407,
2003,24.07~26.07,신규,6,7,2024,500,다가구,30,,,41111,30.328,영화동,,41111,202407,
2012,24.07~25.01,갱신,17,7,2024,500,단독,35,500,35,41111,18,송죽동,,41111,202407,
1997,24.08~26.08,신규,8,7,2024,500,다가구,40,,,41111,38,송죽동,,41111,202407,
2024,24.07~25.07,신규,6,7,2024,"1,000",단독,60,,,41111,20,율전동,,41111,202407,
1988,24.08~26.08,신규,20,7,2024,"8,700",단독,0,,,41111,49.76,파장동,,41111,202407,
1994,24.07~26.07,신규,1,7,2024,"1,000",단독,32,,,41111,47.24,파장동,,41111,202407,
2014,24.07~26.06,신규,1,7,2024,"12,000",단독,0,,,41111,39,정자동,,41111,202407,
2002,24.08~26.08,신규,19,7,2024,"13,000",단독,51,,,41111,82.05,정자동,,41111,202407,
2018,24.08~26.08,신규,20,7,2024,"12,000",다가구,34,,,41111,49.58,조원동,,41111,202407,
1996,24.07~25.07,신규,15,7,2024,500,다가구,40,,,41111,20.1,율전동,,41111,202407,
2011,24.07~25.07,신규,5,7,2024,"1,000",다가구,30,,,41111,19,송죽동,,41111,202407,
2011,24.09~26.09,신규,19,7,2024,"17,000",다가구,0,,,41111,82.16,파장동,,41111,202407,
2020,24.07~25.02,신규,19,7,2024,500,단독,50,,,41111,23.5,천천동,,41111,202407,
2019,24.08~26.08,갱신,20,7,2024,"19,800",다가구,0,"19,800",,41111,81.85,율전동,사용,41111,202407,
2014,24.07~26.07,신규,13,7,2024,500,다가구,40,,,41111,20,파장동,,41111,202407,
2002,24.07~26.07,신규,11,7,2024,"1,000",단독,40,,,41111,36,조원동,,41111,202407,
2004,24.07~25.07,신규,6,7,2024,500,다가구,40,,,41111,25,율전동,,41111,202407,
1972,24.08~26.08,신규,19,7,2024,"15,000",단독,0,,,41111,57.72,영화동,,41111,202407,
2002,24.08~26.08,신규,19,7,2024,"13,000",단독,51,,,41111,82.05,정자동,,41111,202407,
1990,24.07~25.07,신규,15,7,2024,200,단독,25,,,41111,17,파장동,,41111,202407,
1991,24.08~27.02,신규,20,7,2024,"16,000",단독,0,,,41111,191,파장동,,41111,202407,
2023,24.08~25.08,신규,22,7,2024,"3,000",단독,36,,,41111,22,율전동,,41111,202407,
2011,24.07~25.07,신규,17,7,2024,"1,000",다가구,60,,,41111,40,정자동,,41111,202407,
2018,24.08~26.08,신규,19,7,2024,"23,000",다가구,0,,,41111,85,조원동,,41111,202407,
1996,24.08~26.08,신규,22,7,2024,"5,000",다가구,0,,,41111,40,정자동,,41111,202407,
2013,24.09~26.09,신규,19,7,2024,"10,000",다가구,7,,,41111,59,정자동,,41111,202407,
2008,24.08~25.08,신규,20,7,2024,500,다가구,37,,,41111,19.8,율전동,,41111,202407,
2011,24.07~26.07,신규,19,7,2024,0,다가구,4,,,41111,30,정자동,,41111,202407,
2002,24.07~25.07,신규,20,7,2024,200,단독,18,,,41111,16,조원동,,41111,202407,
2012,24.07~25.07,신규,5,7,2024,300,다가구,35,,,41111,20,파장동,,41111,202407,
2004,24.07~25.07,신규,8,7,2024,"1,000",단독,60,,,41111,57.88,정자동,,41111,202407,
2010,24.07~26.07,신규,9,7,2024,300,다가구,30,,,41111,25,영화동,,41111,202407,
1996,24.07~26.07,신규,4,7,2024,"1,000",다가구,70,,,41111,96.86,영화동,,41111,202407,
2015,24.08~26.08,신규,5,7,2024,"7,000",단독,0,,,41111,50.6,송죽동,,41111,202407,
2002,24.07~26.07,신규,9,7,2024,500,다가구,50,,,41111,51.425,영화동,,41111,202407,
2008,24.07~26.07,신규,2,7,2024,"2,000",다가구,72,,,41111,55.885,정자동,,41111,202407,
2004,24.08~26.08,신규,17,7,2024,"9,000",단독,0,,,41111,22.62,영화동,,41111,202407,
2002,24.08~26.08,신규,19,7,2024,500,다가구,38,,,41111,25,조원동,,41111,202407,
2012,23.07~25.07,신규,16,7,2024,500,단독,45,,,41111,19.8,천천동,,41111,202407,
1991,24.08~26.08,신규,10,7,2024,"13,000",단독,0,,,41111,75.6,조원동,,41111,202407,
2020,24.07~26.07,신규,6,7,2024,"1,000",단독,56,,,41111,23.1,천천동,,41111,202407,
1998,24.08~26.08,신규,17,7,2024,"8,000",다가구,0,,,41111,40,율전동,,41111,202407,
1984,24.07~25.07,신규,18,7,2024,300,단독,38,,,41111,19.84,율전동,,41111,202407,
2001,24.08~26.08,신규,8,7,2024,"18,000",다가구,0,,,41111,75.81,연무동,,41111,202407,
2010,24.09~26.09,신규,17,7,2024,"5,000",다가구,75,,,41111,108,송죽동,,41111,202407,
1977,24.07~26.07,신규,6,7,2024,"1,000",단독,65,,,41111,76,영화동,,41111,202407,
1996,24.07~26.07,신규,18,7,2024,"5,000",단독,15,,,41111,39,정자동,,41111,202407,
2022,24.08~26.08,신규,18,7,2024,"11,000",단독,0,,,41111,20,천천동,,41111,202407,
1989,24.08~26.08,신규,17,7,2024,500,다가구,40,,,41111,39.66,연무동,,41111,202407,
2016,24.07~26.07,갱신,17,7,2024,"16,000",다가구,0,"15,000",,41111,50,송죽동,,41111,202407,
