buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,houseType,monthlyRent,preDeposit,preMonthlyRent,sggCd,totalFloorAr,umdNm,useRRRight,lawd_cd,deal_ym,sggNm
2001,26.04~27.04,신규,27,4,2026,300,다가구,30,,,41117,20.6,영통동,,41117,202604,
2003,26.04~27.04,신규,9,4,2026,500,다가구,30,,,41117,23,망포동,,41117,202604,
1991,26.06~28.06,신규,24,4,2026,"2,000",단독,60,,,41117,48.8,매탄동,,41117,202604,
2003,26.05~27.05,신규,28,4,2026,500,단독,35,,,41117,25,망포동,,41117,202604,
2015,26.07~28.07,신규,28,4,2026,"20,000",단독,0,,,41117,59.4,신동,,41117,202604,
2006,26.04~27.04,신규,17,4,2026,300,다가구,40,,,41117,23.1,매탄동,,41117,202604,
1989,26.05~28.05,신규,24,4,2026,"10,000",단독,0,,,41117,44.13,매탄동,,41117,202604,
2004,26.04~27.04,신규,25,4,2026,300,단독,40,,,41117,46,매탄동,,41117,202604,
2006,26.04~27.03,신규,20,4,2026,500,다가구,45,,,41117,48.66,원천동,,41117,202604,
2003,26.05~28.05,갱신,28,4,2026,"4,000",다가구,4,"4,000",,41117,27,매탄동,,41117,202604,
2009,26.04~26.10,신규,19,4,2026,100,다가구,45,,,41117,20,매탄동,,41117,202604,
2013,26.08~28.08,신규,25,4,2026,"26,000",다가구,0,,,41117,55,이의동,,41117,202604,
2016,26.06~28.06,신규,7,4,2026,"18,500",다가구,0,,,41117,50,원천동,,41117,202604,
2004,26.04~27.04,신규,7,4,2026,500,단독,38,,,41117,25,매탄동,,41117,202604,
2002,26.04~27.04,신규,13,4,2026,500,다가구,39,,,41117,28,매탄동,,41117,202604,
2004,26.04~27.04,신규,25,4,2026,200,다가구,45,,,41117,27,원천동,,41117,202604,
2015,26.06~28.06,신규,24,4,2026,"18,900",다가구,0,,,41117,47.91,신동,,41117,202604,
2022,26.04~28.04,신규,6,4,2026,"18,000",다가구,0,,,41117,28.53,영통동,,41117,202604,
2017,26.05~28.05,신규,23,4,2026,"1,000",다가구,100,,,41117,59.18,매탄동,,41117,202604,
1995,26.05~27.05,신규,7,4,2026,"3,000",다가구,50,,,41117,33,원천동,,41117,202604,
2009,26.04~27.04,신규,16,4,2026,500,단독,43,,,41117,26,매탄동,,41117,202604,
1985,26.04~27.02,신규,13,4,2026,500,다가구,60,,,41117,55,원천동,,41117,202604,
2001,26.05~28.05,신규,25,4,2026,500,다가구,43,,,41117,27,영통동,,41117,202604,
2004,26.05~28.05,신규,15,4,2026,500,단독,45,,,41117,31,매탄동,,41117,202604,
2011,26.04~27.04,신규,9,4,2026,300,다가구,40,,,41117,21,원천동,,41117,202604,
2015,26.05~27.05,갱신,21,4,2026,"3,000",다가구,65,"3,000",65,41117,40.5,신동,,41117,202604,
2000,26.04~28.04,신규,17,4,2026,"4,200",다가구,0,,,41117,20,영통동,,41117,202604,
2003,26.04~27.04,신규,20,4,2026,500,다가구,40,,,41117,20,망포동,,41117,202604,
2002,26.04~27.04,신규,25,4,2026,500,다가구,41,,,41117,28.8,망포동,,41117,202604,
,26.05~28.05,갱신,21,4,2026,"21,000",다가구,0,"21,000",,41117,80.2,신동,,41117,202604,
2002,26.04~27.04,신규,18,4,2026,500,다가구,34,,,41117,24,망포동,,41117,202604,
2002,26.04~27.04,신규,18,4,2026,100,다가구,26,,,41117,24,매탄동,,41117,202604,
2013,26.05~28.06,갱신,24,4,2026,"18,900",다가구,0,"18,900",,41117,60,원천동,,41117,202604,
2013,26.05~28.05,갱신,22,4,2026,"17,000",다가구,8,"17,000",5,41117,59.26,원천동,,41117,202604,
2003,26.05~28.05,신규,24,4,2026,"1,000",단독,40,,,41117,23.14,원천동,,41117,202604,
2002,26.04~28.04,신규,24,4,2026,"5,500",다가구,0,,,41117,30,매탄동,,41117,202604,
2022,26.04~28.04,신규,6,4,2026,"18,000",다가구,0,,,41117,28.53,영통동,,41117,202604,
2019,26.04~27.04,신규,15,4,2026,"3,400",다가구,31,,,41117,38.92,원천동,,41117,202604,
2001,26.04~28.04,신규,23,4,2026,"4,000",다가구,20,,,41117,23,영통동,,41117,202604,
,26.05~27.05,신규,13,4,2026,200,단독,33,,,41117,18,망포동,,41117,202604,
2013,26.07~28.07,신규,24,4,2026,"5,000",다가구,200,,,41117,129.04,이의동,,41117,202604,
2003,26.05~27.05,신규,9,4,2026,"3,500",단독,0,,,41117,23.1,원천동,,41117,202604,
2003,26.04~28.04,신규,7,4,2026,500,다가구,36,,,41117,26,매탄동,,41117,202604,
1995,26.05~28.04,갱신,15,4,2026,320,다가구,50,500,50,41117,71.7,매탄동,,41117,202604,
2014,26.05~28.05,신규,1,4,2026,"3,000",다가구,75,,,41117,60,이의동,,41117,202604,
2013,26.07~28.06,갱신,11,4,2026,"7,000",다가구,60,"7,000",60,41117,45,원천동,사용,41117,202604,
2014,26.06~28.05,갱신,15,4,2026,"23,100",다가구,0,"22,000",,41117,62.43,하동,사용,41117,202604,
2017,26.04~28.04,신규,17,4,2026,"2,000",다가구,55,,,41117,56.8,원천동,,41117,202604,
2005,26.07~28.07,신규,23,4,2026,"5,000",다가구,40,,,41117,40,매탄동,,41117,202604,
2019,26.04~27.04,신규,15,4,2026,"3,400",다가구,31,,,41117,38.92,원천동,,41117,202604,
1992,26.04~28.04,신규,3,4,2026,300,다가구,35,,,41117,45,매탄동,,41117,202604,
2017,26.05~28.05,신규,23,4,2026,"16,000",다가구,0,,,41117,45,매탄동,,41117,202604,
2016,26.05~28.05,신규,22,4,2026,"24,000",단독,0,,,41117,79.2,신동,,41117,202604,
1990,26.04~28.04,신규,22,4,2026,300,단독,40,,,41117,46,매탄동,,41117,202604,
2002,26.04~27.04,신규,1,4,2026,500,다가구,33,,,41117,18,매탄동,,41117,202604,
2003,26.05~28.05,신규,21,4,2026,"8,500",단독,0,,,41117,40,매탄동,,41117,202604,
2008,26.05~27.05,신규,22,4,2026,300,다가구,36,,,41117,21.2,매탄동,,41117,202604,
2010,26.04~27.04,신규,6,4,2026,500,다가구,40,,,41117,24,매탄동,,41117,202604,
2008,26.05~27.05,신규,21,4,2026,300,다가구,37,,,41117,23.1,원천동,,41117,202604,
2002,26.04~26.08,신규,20,4,2026,500,다가구,32,,,41117,30,매탄동,,41117,202604,
1989,26.05~26.10,신규,17,4,2026,100,단독,24,,,41117,27,매탄동,,41117,202604,
2016,26.04~28.04,신규,22,4,2026,"8,000",다가구,50,,,41117,53,원천동,,41117,202604,
1997,26.04~27.04,신규,21,4,2026,300,다가구,33,,,41117,20,원천동,,41117,202604,
1998,26.05~28.05,신규,17,4,2026,"9,000",다가구,0,,,41117,55.24,매탄동,,41117,202604,
2013,26.04~28.04,갱신,16,4,2026,"16,500",다가구,0,"16,800",,41117,57,원천동,,41117,202604,
2008,26.04~27.04,신규,21,4,2026,500,다가구,48,,,41117,26,매탄동,,41117,202604,
2003,26.04~27.04,신규,21,4,2026,"1,000",다가구,60,,,41117,52,매탄동,,41117,202604,
2016,26.05~28.05,신규,17,4,2026,"30,000",다가구,0,,,41117,55,이의동,,41117,202604,
2017,26.05~28.05,신규,20,4,2026,"19,000",다가구,0,,,41117,50,매탄동,,41117,202604,
2006,26.04~28.04,신규,1,4,2026,"1,000",다가구,45,,,41117,25,원천동,,41117,202604,
2012,26.04~27.04,신규,21,4,2026,"2,000",단독,33,,,41117,22,매탄동,,41117,202604,
1992,26.04~28.04,신규,15,4,2026,"1,000",다가구,55,,,41117,40,매탄동,,41117,202604,
2003,26.04~27.04,신규,21,4,2026,500,다가구,43,,,41117,21.95,원천동,,41117,202604,
2003,26.04~27.04,신규,6,4,2026,100,다가구,30,,,41117,25,망포동,,41117,202604,
1991,26.04~27.04,신규,17,4,2026,300,다가구,35,,,41117,44,매탄동,,41117,202604,
2015,26.06~27.06,갱신,7,4,2026,"2,700",다가구,45,"2,700",45,41117,26,신동,,41117,202604,
2022,26.04~28.04,신규,20,4,2026,"17,850",다가구,0,,,41117,37.38,매탄동,,41117,202604,
2014,26.05~28.05,신규,20,4,2026,"15,000",다가구,45,,,41117,55.3,이의동,,41117,202604,
2014,26.05~28.05,신규,5,4,2026,"2,000",다가구,110,,,41117,62,이의동,,41117,202604,
2002,26.05~28.04,신규,13,4,2026,"7,500",다가구,0,,,41117,30,매탄동,,41117,202604,
2009,26.04~26.10,신규,7,4,2026,200,다가구,37,,,41117,20,매탄동,,41117,202604,
2014,26.06~28.06,신규,18,4,2026,"24,000",다가구,0,,,41117,60,하동,,41117,202604,
2002,26.04~27.04,신규,11,4,2026,300,다가구,35,,,41117,28,매탄동,,41117,202604,
1993,26.04~27.04,신규,10,4,2026,200,다가구,31,,,41117,26,매탄동,,41117,202604,
2003,26.06~28.06,신규,18,4,2026,"15,500",다가구,0,,,41117,44.74,매탄동,,41117,202604,
2003,26.04~28.04,신규,15,4,2026,300,다가구,35,,,41117,38,매탄동,,41117,202604,
2017,26.04~28.04,신규,13,4,2026,"1,000",다가구,65,,,41117,47,원천동,,41117,202604,
2018,26.06~28.06,신규,18,4,2026,"24,000",다가구,0,,,41117,56,원천동,,41117,202604,
2010,26.04~28.04,신규,1,4,2026,"5,000",다가구,0,,,41117,19,원천동,,41117,202604,
1996,26.04~28.04,갱신,13,4,2026,"2,000",다가구,15,"4,000",,41117,50.77,원천동,,41117,202604,
2003,26.04~28.04,신규,10,4,2026,"1,500",다가구,65,,,41117,35,매탄동,,41117,202604,
2017,26.04~28.04,신규,17,4,2026,"2,000",다가구,55,,,41117,56.8,원천동,,41117,202604,
,26.04~28.08,신규,1,4,2026,"22,000",다가구,4,,,41117,53.22,영통동,,41117,202604,
2014,26.08~28.08,신규,19,4,2026,"28,000",다가구,0,,,41117,65,이의동,,41117,202604,
2003,26.04~27.04,신규,17,4,2026,"1,000",단독,60,,,41117,28,원천동,,41117,202604,
2002,26.04~27.04,신규,18,4,2026,200,다가구,35,,,41117,30,매탄동,,41117,202604,
2020,26.06~28.06,신규,18,4,2026,"15,000",다가구,0,,,41117,22.82,망포동,,41117,202604,
2009,26.04~27.04,신규,11,4,2026,500,다가구,48,,,41117,22,신동,,41117,202604,
2018,26.05~28.05,신규,16,4,2026,"15,000",다가구,0,,,41117,40,원천동,,41117,202604,
2000,26.04~27.04,신규,11,4,2026,300,다가구,40,,,41117,26.4,영통동,,41117,202604,
1990,26.04~28.04,신규,3,4,2026,300,다가구,55,,,41117,50,매탄동,,41117,202604,
2001,26.04~28.01,신규,16,4,2026,300,다가구,44,,,41117,24,영통동,,41117,202604,
2010,26.05~27.04,신규,6,4,2026,500,다가구,43,,,41117,23.1,원천동,,41117,202604,
2002,26.04~27.04,신규,6,4,2026,"1,000",다가구,60,,,41117,45,매탄동,,41117,202604,
1990,26.04~28.04,신규,11,4,2026,"2,000",단독,55,,,41117,45,매탄동,,41117,202604,
2014,26.05~28.05,갱신,11,4,2026,"25,000",다가구,0,"25,000",,41117,60,하동,사용,41117,202604,
1991,26.04~28.04,신규,2,4,2026,200,다가구,29,,,41117,43,매탄동,,41117,202604,
1996,26.04~26.10,신규,13,4,2026,100,다가구,30,,,41117,26,원천동,,41117,202604,
2013,26.05~28.05,신규,3,4,2026,"2,000",단독,110,,,41117,55.5,하동,,41117,202604,
2004,26.04~26.12,신규,8,4,2026,200,다가구,36,,,41117,26,매탄동,,41117,202604,
1999,26.05~28.05,신규,16,4,2026,"5,000",다가구,0,,,41117,30.6,영통동,,41117,202604,
2015,26.05~28.05,신규,1,4,2026,"4,000",다가구,110,,,41117,68.09,이의동,,41117,202604,
2015,26.07~28.07,신규,16,4,2026,"22,000",다가구,0,,,41117,50,신동,,41117,202604,
1994,26.04~28.04,신규,1,4,2026,"3,000",단독,40,,,41117,46,매탄동,,41117,202604,
2014,26.06~28.06,신규,2,4,2026,"2,000",단독,110,,,41117,50,이의동,,41117,202604,
2019,26.04~27.04,갱신,5,4,2026,"1,000",다가구,95,"1,000",90,41117,41.44,신동,,41117,202604,
2015,26.04~28.04,신규,7,4,2026,"1,000",단독,90,,,41117,50,매탄동,,41117,202604,
2019,26.04~27.04,신규,15,4,2026,"3,400",다가구,31,,,41117,38.92,원천동,,41117,202604,
2008,26.04~27.04,신규,9,4,2026,500,다가구,40,,,41117,23.1,원천동,,41117,202604,
2015,26.05~28.05,갱신,15,4,2026,"18,900",다가구,0,"18,000",,41117,55,하동,사용,41117,202604,
,26.06~28.06,신규,11,4,2026,"2,000",다가구,130,,,41117,70,신동,,41117,202604,
1989,26.04~27.04,신규,1,4,2026,300,단독,33,,,41117,26,매탄동,,41117,202604,
2015,26.06~28.06,신규,11,4,2026,"25,000",다가구,0,,,41117,55,이의동,,41117,202604,
2016,26.05~28.05,신규,14,4,2026,"1,000",다가구,75,,,41117,39,신동,,41117,202604,
2011,26.04~27.04,신규,1,4,2026,300,다가구,38,,,41117,19,매탄동,,41117,202604,
2002,26.04~27.04,신규,13,4,2026,"1,000",다가구,40,,,41117,25,매탄동,,41117,202604,
2016,26.06~28.06,신규,10,4,2026,"24,000",단독,0,,,41117,56.1,신동,,41117,202604,
2017,26.06~28.06,신규,11,4,2026,"17,000",다가구,10,,,41117,49.58,매탄동,,41117,202604,
2018,26.05~28.05,신규,11,4,2026,"13,600",다가구,0,,,41117,29.22,원천동,,41117,202604,
2018,26.05~28.05,신규,13,4,2026,"14,000",다가구,0,,,41117,33,원천동,,41117,202604,
2004,26.04~27.04,신규,7,4,2026,300,단독,35,,,41117,23.1,원천동,,41117,202604,
2013,26.06~28.06,신규,4,4,2026,"42,000",단독,0,,,41117,113.81,이의동,,41117,202604,
2002,26.04~27.04,신규,9,4,2026,300,다가구,35,,,41117,20,망포동,,41117,202604,
2017,26.04~28.04,신규,13,4,2026,"17,000",다가구,0,,,41117,71.935,매탄동,,41117,202604,
2006,26.04~27.04,신규,8,4,2026,500,다가구,32,,,41117,19.83,원천동,,41117,202604,
2008,26.04~27.04,신규,10,4,2026,500,다가구,48,,,41117,22,매탄동,,41117,202604,
2004,26.05~28.05,신규,9,4,2026,"10,000",단독,0,,,41117,51.42,매탄동,,41117,202604,
2016,26.09~28.09,신규,13,4,2026,"33,000",다가구,0,,,41117,76,이의동,,41117,202604,
2008,26.04~27.04,신규,2,4,2026,300,다가구,38,,,41117,20,원천동,,41117,202604,
2013,26.06~28.06,신규,1,4,2026,"2,000",단독,130,,,41117,60,이의동,,41117,202604,
2014,26.04~28.04,갱신,13,4,2026,"22,500",다가구,0,"21,500",,41117,59.12,하동,사용,41117,202604,
2013,26.06~28.05,신규,11,4,2026,"19,000",다가구,0,,,41117,52.8,이의동,,41117,202604,
2001,26.05~28.05,신규,9,4,2026,"12,000",단독,0,,,41117,21.78,영통동,,41117,202604,
2012,26.06~28.06,신규,11,4,2026,"2,000",다가구,59,,,41117,56.32,원천동,,41117,202604,
2002,26.04~28.04,신규,10,4,2026,500,다가구,36,,,41117,30.635,매탄동,,41117,202604,
2000,26.04~27.02,신규,10,4,2026,300,단독,22,,,41117,20,영통동,,41117,202604,
2003,26.04~28.04,신규,10,4,2026,500,다가구,43,,,41117,21.95,원천동,,41117,202604,
2018,26.05~28.05,갱신,10,4,2026,"21,840",다가구,0,"20,800",,41117,40.83,신동,,41117,202604,
2003,26.05~28.05,신규,10,4,2026,"5,000",다가구,0,,,41117,33,매탄동,,41117,202604,
2002,26.04~27.04,신규,6,4,2026,500,단독,37,,,41117,24,매탄동,,41117,202604,
2004,26.04~28.04,갱신,3,4,2026,500,다가구,35,500,35,41117,25,매탄동,,41117,202604,
2017,26.04~28.06,신규,8,4,2026,"19,000",다가구,0,,,41117,59,원천동,,41117,202604,
2008,26.06~28.06,신규,9,4,2026,"8,500",단독,0,,,41117,46.2,원천동,,41117,202604,
2022,26.05~28.05,신규,8,4,2026,"13,000",다가구,10,,,41117,18.82,영통동,,41117,202604,
1991,26.06~28.06,신규,9,4,2026,"4,000",다가구,25,,,41117,50,매탄동,,41117,202604,
2018,26.05~28.05,신규,2,4,2026,"15,435",다가구,0,,,41117,30.34,신동,,41117,202604,
2016,26.04~27.04,신규,4,4,2026,100,단독,38,,,41117,21.04,매탄동,,41117,202604,
2016,26.04~28.04,신규,1,4,2026,"4,000",다가구,50,,,41117,35,매탄동,,41117,202604,
2016,26.04~28.04,갱신,3,4,2026,"20,500",다가구,0,"20,000",,41117,59,신동,,41117,202604,
2023,26.05~28.05,신규,9,4,2026,"25,000",다가구,0,,,41117,74.33,매탄동,,41117,202604,
2002,26.04~28.04,신규,4,4,2026,500,단독,40,,,41117,23.14,원천동,,41117,202604,
1990,26.04~28.04,신규,8,4,2026,"3,000",단독,90,,,41117,119.95,매탄동,,41117,202604,
2013,26.04~28.04,갱신,7,4,2026,"21,000",다가구,0,"20,000",,41117,55,하동,사용,41117,202604,
2020,26.06~28.06,신규,6,4,2026,"23,000",다가구,0,,,41117,40.88,망포동,,41117,202604,
1995,26.05~28.05,신규,8,4,2026,"1,000",다가구,50,,,41117,33,매탄동,,41117,202604,
2012,26.05~28.05,갱신,4,4,2026,"11,000",다가구,0,"10,500",,41117,41.25,매탄동,,41117,202604,
1996,26.04~28.04,신규,8,4,2026,0,다가구,45,,,41117,80,원천동,,41117,202604,
2008,26.04~27.04,신규,6,4,2026,"1,000",단독,40,,,41117,22,신동,,41117,202604,
2014,26.05~28.05,신규,7,4,2026,"35,000",다가구,0,,,41117,98.02,이의동,,41117,202604,
2017,26.04~28.04,신규,1,4,2026,"15,000",다가구,0,,,41117,52,매탄동,,41117,202604,
2015,26.07~28.07,신규,3,4,2026,"22,000",다가구,0,,,41117,60,이의동,,41117,202604,
2002,26.04~27.02,신규,7,4,2026,500,다가구,43,,,41117,25,원천동,,41117,202604,
2022,26.05~28.05,신규,7,4,2026,"2,500",단독,72,,,41117,24.12,매탄동,,41117,202604,
2013,26.04~28.04,갱신,7,4,2026,"23,000",다가구,0,"22,000",,41117,50,이의동,사용,41117,202604,
2013,26.04~28.04,갱신,5,4,2026,"23,000",다가구,5,"23,000",,41117,60,이의동,,41117,202604,
2018,26.05~28.04,신규,6,4,2026,"3,000",다가구,56,,,41117,36,원천동,,41117,202604,
2014,26.05~28.05,신규,6,4,2026,"18,000",다가구,0,,,41117,56.44,원천동,,41117,202604,
1994,26.04~27.04,갱신,6,4,2026,"11,800",다가구,10,"11,500",10,41117,61.74,매탄동,사용,41117,202604,
2002,26.04~26.10,신규,1,4,2026,200,다가구,36,,,41117,33,매탄동,,41117,202604,
2002,26.04~27.04,신규,3,4,2026,300,다가구,34,,,41117,24,매탄동,,41117,202604,
2017,26.04~28.04,신규,2,4,2026,"17,000",다가구,0,,,41117,47,매탄동,,41117,202604,
2013,26.06~28.06,갱신,6,4,2026,"25,000",다가구,0,"23,000",,41117,68,하동,,41117,202604,
2003,26.04~27.04,신규,1,4,2026,"1,000",다가구,65,,,41117,49.5,망포동,,41117,202604,
2017,26.04~30.04,갱신,2,4,2026,"22,000",다가구,0,"22,000",,41117,59.4,신동,,41117,202604,
,26.04~30.04,갱신,1,4,2026,"21,000",다가구,0,"21,000",,41117,62.7,신동,,41117,202604,
,26.07~28.07,신규,1,4,2026,"40,000",단독,100,,,41117,169.8,신동,,41117,202604,
2002,26.04~28.04,신규,3,4,2026,"6,000",다가구,0,,,41117,30,매탄동,,41117,202604,
1989,26.04~27.04,신규,1,4,2026,100,다가구,16,,,41117,26.4,매탄동,,41117,202604,
1992,26.04~28.04,신규,3,4,2026,500,단독,40,,,41117,23.1,매탄동,,41117,202604,
1992,26.05~28.05,신규,2,4,2026,"1,000",단독,52,,,41117,79.92,매탄동,,41117,202604,
2014,26.08~28.08,갱신,2,4,2026,"20,000",다가구,20,"24,000",,41117,60,이의동,,41117,202604,
2017,26.04~28.03,갱신,1,4,2026,"2,000",다가구,95,"3,000",75,41117,75,원천동,,41117,202604,
2016,26.05~28.05,신규,2,4,2026,"17,000",다가구,0,,,41117,28,신동,,41117,202604,
2008,26.04~27.04,신규,2,4,2026,300,다가구,43,,,41117,20,원천동,,41117,202604,
1990,26.05~28.05,신규,2,4,2026,"6,000",단독,30,,,41117,54.89,매탄동,,41117,202604,
,26.05~28.05,신규,1,4,2026,"19,950",다가구,0,,,41117,42.14,망포동,,41117,202604,
2017,26.05~28.05,신규,2,4,2026,"15,000",다가구,0,,,41117,39.57,매탄동,,41117,202604,
2002,26.04~28.04,신규,1,4,2026,500,단독,45,,,41117,45,매탄동,,41117,202604,
,,,4,5,2026,"8,000",다가구,0,,,41117,26,망포동,,41117,202605,
2006,,,11,5,2026,200,다가구,36,,,41117,18,원천동,,41117,202605,
2016,,,19,5,2026,"10,000",다가구,80,,,41117,55,이의동,,41117,202605,
1994,,,16,5,2026,"22,000",다가구,0,,,41117,105,매탄동,,41117,202605,
2001,,,30,5,2026,"1,000",단독,60,,,41117,40,영통동,,41117,202605,
2002,,,19,5,2026,"4,200",다가구,0,,,41117,25,매탄동,,41117,202605,
2013,,,1,5,2026,"18,220",다가구,0,,,41117,107,이의동,,41117,202605,
2003,,,26,5,2026,"10,000",단독,15,,,41117,60,원천동,,41117,202605,
2020,,,16,5,2026,"5,000",다가구,100,,,41117,42,망포동,,41117,202605,
2022,,,18,5,2026,"22,000",다가구,0,,,41117,53,영통동,,41117,202605,
2015,,,25,5,2026,"2,000",다가구,38,,,41117,18,신동,,41117,202605,
2015,,,30,5,2026,"30,000",단독,0,,,41117,80,신동,,41117,202605,
2002,,,11,5,2026,"7,000",다가구,29,,,41117,39,매탄동,,41117,202605,
,,,30,5,2026,"25,000",단독,0,,,41117,59,신동,,41117,202605,
,,,30,5,2026,"40,000",단독,0,,,41117,82,신동,,41117,202605,
2015,,,30,5,2026,"25,000",단독,15,,,41117,80,신동,,41117,202605,
,,,30,5,2026,"28,000",단독,0,,,41117,82,신동,,41117,202605,
,,,30,5,2026,"26,000",단독,0,,,41117,82,신동,,41117,202605,
,,,30,5,2026,"21,000",단독,0,,,41117,59,신동,,41117,202605,
,,,30,5,2026,"20,948",단독,0,,,41117,59,신동,,41117,202605,
,,,30,5,2026,"15,000",단독,40,,,41117,59,신동,,41117,202605,
2002,,,28,5,2026,"5,500",단독,0,,,41117,22,매탄동,,41117,202605,
2004,,,14,5,2026,"3,000",단독,30,,,41117,24,영통동,,41117,202605,
2009,,,19,5,2026,"4,000",단독,0,,,41117,22,원천동,,41117,202605,
2009,,,22,5,2026,"16,000",단독,0,,,41117,65,원천동,,41117,202605,
2003,,,9,5,2026,300,단독,29,,,41117,25,망포동,,41117,202605,
2022,,,20,5,2026,"10,000",다가구,50,,,41117,25,영통동,,41117,202605,
2003,,,21,5,2026,"5,500",단독,0,,,41117,25,매탄동,,41117,202605,
2003,,,16,5,2026,"5,500",다가구,0,,,41117,24,영통동,,41117,202605,
2002,,,16,5,2026,"5,000",단독,0,,,41117,24,매탄동,,41117,202605,
2008,,,5,5,2026,"2,000",단독,25,,,41117,20,원천동,,41117,202605,
2003,,,13,5,2026,"3,500",단독,0,,,41117,23,원천동,,41117,202605,
2015,,,13,5,2026,"21,000",다가구,0,,,41117,47,신동,,41117,202605,
2002,,,7,5,2026,"1,000",단독,70,,,41117,33,매탄동,,41117,202605,
2017,,,6,5,2026,"11,000",다가구,0,,,41117,46,매탄동,,41117,202605,
2008,,,4,5,2026,300,단독,30,,,41117,23,원천동,,41117,202605,
2003,,,2,5,2026,"3,500",단독,0,,,41117,23,원천동,,41117,202605,
2019,26.05~27.05,갱신,4,5,2026,"14,000",다가구,33,"14,000",28,41117,40,매탄동,,41117,202605,
2013,26.06~28.06,갱신,9,5,2026,"20,947",다가구,4,"20,947",,41117,56.58,원천동,,41117,202605,
2013,26.07~28.07,신규,13,5,2026,500,다가구,35,,,41117,25,매탄동,,41117,202605,
2016,26.07~28.07,갱신,11,5,2026,"19,000",다가구,0,"19,000",,41117,46.7,신동,,41117,202605,
2003,26.07~28.07,신규,29,5,2026,"12,000",단독,0,,,41117,53.9,망포동,,41117,202605,
2001,26.06~28.06,신규,28,5,2026,"1,000",다가구,55,,,41117,34.2,영통동,,41117,202605,
1991,26.06~28.06,신규,23,5,2026,"3,000",다가구,50,,,41117,49,매탄동,,41117,202605,
2004,26.06~28.06,신규,12,5,2026,"8,000",다가구,0,,,41117,26,영통동,,41117,202605,
2006,26.07~28.07,신규,2,5,2026,"3,000",다가구,95,,,41117,88.14,매탄동,,41117,202605,
2002,26.05~27.05,신규,30,5,2026,500,다가구,35,,,41117,28,매탄동,,41117,202605,
1999,26.06~27.06,신규,30,5,2026,500,다가구,42,,,41117,26.4,영통동,,41117,202605,
1996,26.06~27.06,신규,16,5,2026,"1,000",다가구,55,,,41117,40,원천동,,41117,202605,
2015,26.07~28.07,신규,31,5,2026,"5,000",다가구,120,,,41117,60,이의동,,41117,202605,
1989,26.06~28.06,신규,15,5,2026,"10,000",다가구,0,,,41117,49.5867,매탄동,,41117,202605,
2000,26.07~28.07,신규,28,5,2026,500,다가구,43,,,41117,22,영통동,,41117,202605,
1989,26.06~27.05,신규,25,5,2026,200,단독,21,,,41117,26,매탄동,,41117,202605,
1997,26.06~28.06,신규,16,5,2026,300,다가구,24,,,41117,26,매탄동,,41117,202605,
,26.05~28.05,신규,3,5,2026,300,단독,60,,,41117,27,망포동,,41117,202605,
2022,26.06~28.06,신규,20,5,2026,"10,000",다가구,50,,,41117,25.8,영통동,,41117,202605,
2015,26.05~28.05,갱신,2,5,2026,"2,700",다가구,150,"5,000",140,41117,80,신동,,41117,202605,
2003,26.05~27.05,신규,22,5,2026,200,다가구,28,,,41117,20,망포동,,41117,202605,
2002,26.07~28.06,신규,25,5,2026,"8,400",다가구,0,,,41117,34.56,매탄동,,41117,202605,
1995,26.06~28.06,신규,5,5,2026,"1,000",다가구,55,,,41117,47,매탄동,,41117,202605,
2014,26.06~28.06,신규,7,5,2026,"22,000",다가구,0,,,41117,60,이의동,,41117,202605,
2020,26.06~28.06,신규,19,5,2026,"20,000",다가구,20,,,41117,38.39,망포동,,41117,202605,
2004,26.06~27.06,신규,30,5,2026,"1,000",다가구,50,,,41117,25,매탄동,,41117,202605,
2014,26.08~28.08,신규,25,5,2026,"25,000",다가구,0,,,41117,58.6,하동,,41117,202605,
2001,26.06~27.06,신규,19,5,2026,450,다가구,34,,,41117,22,영통동,,41117,202605,
2009,26.06~27.06,신규,22,5,2026,"1,000",다가구,34,,,41117,29.7,원천동,,41117,202605,
2008,26.06~27.06,신규,31,5,2026,500,다가구,35,,,41117,26,매탄동,,41117,202605,
2017,26.07~28.07,신규,23,5,2026,"16,000",다가구,0,,,41117,40,매탄동,,41117,202605,
2004,26.06~27.06,신규,20,5,2026,500,단독,40,,,41117,21,망포동,,41117,202605,
2003,26.06~27.06,신규,29,5,2026,"1,000",다가구,74,,,41117,33,영통동,,41117,202605,
2014,26.06~28.06,신규,4,5,2026,"18,000",다가구,35,,,41117,55.2,하동,,41117,202605,
2003,26.05~28.05,신규,26,5,2026,50,다가구,63,,,41117,42.21,매탄동,,41117,202605,
2002,26.06~27.06,신규,26,5,2026,500,단독,42,,,41117,25,매탄동,,41117,202605,
1990,26.06~28.06,신규,29,5,2026,500,다가구,60,,,41117,42,매탄동,,41117,202605,
2014,26.06~28.06,신규,8,5,2026,"18,000",다가구,0,,,41117,54.5,원천동,,41117,202605,
2016,26.08~28.08,신규,19,5,2026,"25,000",다가구,0,,,41117,55,이의동,,41117,202605,
2003,26.05~27.05,신규,25,5,2026,300,다가구,34,,,41117,33,매탄동,,41117,202605,
2013,26.06~28.06,갱신,16,5,2026,"31,200",다가구,0,"29,750",,41117,83.4,이의동,,41117,202605,
2014,26.08~28.08,신규,21,5,2026,"5,000",다가구,100,,,41117,65,이의동,,41117,202605,
